Key,Cosine Similarity,Question Type,Specific Field
Can nurses in Italy prescribe and administer low-risk drugs?,0.26305350895379500,['Directed question that has a single unambiguous answer'],nurse 
What are the risks from a brucella culture within pathology lab?,0.24680890526982800,['Directed question that has a single unambiguous answer'],Patient Safety
Compare behavioral testing to OAE or tympanometry in children.,0.3212034150062510,['Open-ended question that is potentially ambiguous'],Biomedical engineering. Main area of work is developing primary health care equipment.
What are the symptoms of sepsis?,0.339285721755634,['Summarization of information on a topic'],Critical care
What are the outcomes of using hyaluronidase?,0.35686830108246400,['Summarization of information on a topic'],Aesthetic
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.5221358466223270,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Paediatrics
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.2589999130726250,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Pharmacy
What are the differences between the different birth control devices that actually exist?,0.22495811417777100,['Open-ended question that is potentially ambiguous'],General
How to give the news of the death of a patient to his close relative?,0.23884583869997100,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",General medicine
Can you summarize the krebs cycle?,0.48125266741641100,['Summarization of information on a topic'],"medical research, clinical studies"
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.5344455793435170,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
Are there side effects to the use of botox?,0.48604808719778300,['Advice or suggestions on how to approach a problem'],Aesthetic
What kind of impact does social media have on patients with anorexia?,0.2600237813144640,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",psychiatrist
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.43280703998720400,['Open-ended question that is potentially ambiguous'],registered nurse in trauma
Describes Hodge's blueprints.,0.2781285232569010,['Summarization of information on a topic'],General medicine
What is the best way to store my medication to ensure its potency and safety?,0.4306662116629300,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist 
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.193996845976351,['Directed question that has a single unambiguous answer'],Midwifery
How would you do treat a psychotic crisis?,0.300021677656749,['Open-ended question that is potentially ambiguous'],psychology
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.2260090020467300,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
What is the treatment for grade 2 prostate carcinoma?,0.20717116750506500,['Directed question that has a single unambiguous answer'],oncology
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.39763704864704300,['Request for opinion on a topic'],nurse 
What is the prozone error and how does it affect the blood test?,0.6179890923630010,['Summarization of information on a topic'],Biomedical Science 
What are the symptoms of a myocardial infarction?,0.3948369183012720,['Directed question that has a single unambiguous answer'],Critical care
Is one's sphingolipid mileu a factor in psoriasis?,0.1573903163410730,['Open-ended question that is potentially ambiguous'],Biochemistry
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.2043259693237680,['Open-ended question that is potentially ambiguous'],Neurology 
What is the difference between the migraine CGRP antagonists? ,0.2993141962415420,['Directed question that has a single unambiguous answer'],Neurology 
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.2946013140050390,['Advice or suggestions on how to approach a problem'],Neurology 
What are the symptoms of an abdominal aortic aneurysm?,0.4878973580228230,['Summarization of information on a topic'],Critical care
Do the medicines used for diabetes foot ulcer work?,0.3109087449738590,['Summarization of information on a topic'],Sales rep in medicines
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.670886800175419,['Directed question that has a single unambiguous answer'],Psychiatry
How many cardiology subspecialties are there?,0.28453723054678200,['Directed question that has a single unambiguous answer'],"medical research, clinical studies"
Can you tell me what is the best way to get an informed consent?,0.5701747192871420,['Advice or suggestions on how to approach a problem'],"medical research, clinical studies"
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.2751626516903280,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Midwifery
Which symptoms describes an autistic disorder?,0.4478078038844750,['Summarization of information on a topic'],psychology
How would you promote dignity and respect in care?,0.45779833236448100,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Support Work
How do you manage a desmoplastic blue naevus?,0.5194267391411970,['Open-ended question that is potentially ambiguous'],Dermatology
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.27469780952160700,['Directed question that has a single unambiguous answer'],General
What is the best diet for general longevity?,0.32538481034801400,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Biochemistry
Why is the category of nurses in Italy little recognized unlike doctors?,0.533745356650345,['Request for opinion on a topic'],nurse 
At which gestation is the Nuchal screening offered routinely?,0.5688095849389860,['Directed question that has a single unambiguous answer'],Midwifery
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.2945409946417460,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physiotherapy
Why are left-handed people stronger using their right hand?,0.34935117570598000,['Open-ended question that is potentially ambiguous'],Physiotherapy
Is metamizol superior than other medications in treating osteoarthicular pain?,0.3806398852240280,['Open-ended question that is potentially ambiguous'],Family Medicine 
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.2855148758476990,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family Medicine 
What is the reliability of ABR testing for testing toxicity?,0.32335712261505100,['Summarization of information on a topic'],Biomedical engineering. Main area of work is developing primary health care equipment.
What is the recommended medication to prescribe for a first episode of psychosis?,0.4357256687584710,['Directed question that has a single unambiguous answer'],Psychiatric Healthcare
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.21592541153595900,['Advice or suggestions on how to approach a problem'],registered nurse in trauma
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.30388753042272500,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Pharmacy
What is the average salary for a biochemist in NYC?,0.47878330163594900,['Directed question that has a single unambiguous answer'],Biochemistry
How would you be sure to provide discretion and adhere to dpi guidelines?,0.36168036242074000,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Support Work
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.6768070044764930,['Directed question that has a single unambiguous answer'],Pharmacist 
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.2460023413758120,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Psychiatric Healthcare
What would be the symptoms for an urinary tract infection?,0.5252406140694740,['Summarization of information on a topic'],General
Should I use the AVUK strategies with my deaf patient?,0.1610628023443400,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Speech and Language Therapy - children's therapy
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.3381212225254290,['Summarization of information on a topic'],oncology
What are the differences between professions about patients returning as volunteers?,0.43598103718100300,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.37883619132790900,['Request for opinion on a topic'],Physiotherapy
Is rorshach test a good IQ measurement?,0.3179471567650050,['Directed question that has a single unambiguous answer'],psychology
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.22843939435787200,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical Science 
Can we ever eliminate all mental illness?,0.20878667322273600,['Open-ended question that is potentially ambiguous'],Psychology
Please provide an approach to the management of a convulsing child.,0.3196695094825230,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Paediatrics
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.24312051421367600,['Directed question that has a single unambiguous answer'],General medicine
Is cancer curable?,0.4165508516665210,['Open-ended question that is potentially ambiguous'],oncology
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.3308324694039150,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.34806566613915100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
What are the risks of inserting a nasogastric tube during a night shift?,0.2367137095377220,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Patient Safety
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.1438947113380020,['Open-ended question that is potentially ambiguous'],Dermatology
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.38005533122694100,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Neurology
How can you find out if a person has childhood traumas?,0.18579975460497100,['Open-ended question that is potentially ambiguous'],Care home
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.55792167070688,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Molecular Microbiology
What could be the possible cause of dementia?,0.3218294604743070,['Summarization of information on a topic'],Care home
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.3512154433937130,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.4408791458054090,['Directed question that has a single unambiguous answer'],Molecular Microbiology
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.3520906366737750,['Summarization of information on a topic'],Haematology
Is a microprocessor controlled foot worth it?,0.18306168378859900,['Request for opinion on a topic'],Prosthetists
What is the most efficient way to handle local falls pathways? ,0.2949472672870140,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
Can we give paracetamol to a cat?,0.20383869761526900,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Pharmacist
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.5133024443405560,['Request for a list of resources where one can find more information'],Molecular Microbiology
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.42055082728058300,['Open-ended question that is potentially ambiguous'],Haematology
What is the best most varied option for elective placement? ,0.2830770377662160,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
What is the perfect solution for an unhealthy family life? ,0.3201220808193240,['Directed question that has a single unambiguous answer'],Care home
How can I support caring for those experiencing malnutrition in the community? ,0.38014866544692000,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.06897393987155800,['Request for a list of resources where one can find more information'],Psychiatric Healthcare
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.1502230420010020,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
What is the best material for insoles?,0.0936847664080877,['Directed question that has a single unambiguous answer'],Prosthetists
Can a diabetic person take medical products with any kind of sucrose?,0.3471767288994410,['Directed question that has a single unambiguous answer'],Pharmacist
What should be the first response to an epilectic seizure?,0.14084695870661500,['Advice or suggestions on how to approach a problem'],Pharmacist
Can low mobility amputeed benefit from a microprocessor controled knee?,0.3911994132969350,['Request for a list of resources where one can find more information'],Prosthetists
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.33680302398247600,['Directed question that has a single unambiguous answer'],Haematology
Do I need to fast to have a CT scan? And how about a MRI scan?,0.21033346558833100,['Directed question that has a single unambiguous answer'],Radiology
Why do pregnant women often suffer from iron deficiency?,0.4419049312679520,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What is the physiopathology of asthma? ,0.4525327067652340,['Open-ended question that is potentially ambiguous'],Paediatrics
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.39374005451816700,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Substance misuse 
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.27880144206574300,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Pharmacy 
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.4338386450053880,['Directed question that has a single unambiguous answer'],Substance misuse 
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.7191915813728070,['Directed question that has a single unambiguous answer'],Primary care
What are the intervention strategies to recommend for people with hypertension?,0.1701941469492310,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Dietician/ Nutritionist 
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.2564174766435880,['Advice or suggestions on how to approach a problem'],Emergency Medicine
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.3377682168804240,['Advice or suggestions on how to approach a problem'],General medicine
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.23670677723880400,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Pharmacy 
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.2601462647542000,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Substance misuse 
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.5398912395357120,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Radiology
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.3103065702238250,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Pharmacy 
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.4711494973572670,['Directed question that has a single unambiguous answer'],"Occupational Health, Environment and Safety"
Where can I find more information about asthma treatment?,0.1260782149237360,['Request for a list of resources where one can find more information'],Primary care
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.21308935749909500,['Directed question that has a single unambiguous answer'],Emergency Medicine
What information is currently available on the prognosis of angiosarcomas?,0.4087631213990960,['Summarization of information on a topic'],General medicine
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.3396125009505510,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Family medicine
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.2450466487993630,['Summarization of information on a topic'],Emergency Medicine
What is the treatment for a perianal abscess?,0.5244917997855190,['Directed question that has a single unambiguous answer'],General medicine
At what age kids can make a three block tower? ,0.19081761561480500,['Directed question that has a single unambiguous answer'],Paediatrics
"In mexico, what is the official definition of a disability (discapacity)?",0.413044426456718,['Directed question that has a single unambiguous answer'],"Occupational Health, Environment and Safety"
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.3011215298294040,['Question that describes a hypothetical scenario and asks a question based on this scenario'],"Occupational Health, Environment and Safety"
Do you think metformin causes a vitamin B deficiency?,0.3579199131717900,['Request for opinion on a topic'],Family medicine
What is the difference between concomitant medication and past drugs?,0.49338777282252600,['Directed question that has a single unambiguous answer'],Clinical pharmacology and pharmacovigilance
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.4463299852063530,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Radiology
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.4082657072073820,['Open-ended question that is potentially ambiguous'],Clinical pharmacology and pharmacovigilance
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.4545251363238390,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical pharmacology and pharmacovigilance
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.3435289888531490,['Request for a list of resources where one can find more information'],Family medicine
What are the possible causes of pleural effusion in a 56yo patient?,0.2189581019365630,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Primary care
How does medications affect the absorption and availability of nutrients in the human body?,0.5302989413528460,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What is the mechanism in what tacrolimus acts? ,0.16437004739234200,['Directed question that has a single unambiguous answer'],Paediatrics
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.5214575009409,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Internal medicine
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.1521266280959,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']",Internal medicine
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.36886463347830400,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Internal medicine
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.3042867299122930,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",midwifery
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.3059031136228270,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",midwifery
What do you think about teenage pregnancy?,0.2525882432509360,['Request for opinion on a topic'],midwifery
How much blood is inside a human body?,0.5534384149544310,['Directed question that has a single unambiguous answer'],Nursing
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.26861864332949200,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Nursing
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.1637931638098860,['Summarization of information on a topic'],Nursing
When would you advise a patient for bypass instead of stenting and medical therapy?,0.389915888455896,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Cardiology
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.49823344808176800,['Summarization of information on a topic'],Cardiology
What are the benefits of using myocardial perfusion imaging prior to angio?,0.3871527742451760,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Cardiology
Where can I get detailed protocols for microRNA analysis?,0.03342080961909280,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']",Research scientist
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.30147538943721800,['Summarization of information on a topic'],Research scientist
What are common causes of iron deficiency?,0.47712903436406600,['Directed question that has a single unambiguous answer'],Research scientist
What are the first rank symptoms of schizophrenia?,0.28105890102577800,['Summarization of information on a topic'],Psychiatry
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.2011249450276890,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.23614154469238600,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry
How do bacterial infection predispose one to cancers?,0.26858501992265500,"['Directed question that has a single unambiguous answer', 'Request for opinion on a topic']",Laboratory medicine
How does automation in laboratories affect the final diagnosis produces?,0.3204941274676920,['Open-ended question that is potentially ambiguous'],Laboratory medicine
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.1503061348660190,['Directed question that has a single unambiguous answer'],Dementia 
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.39894133789083300,['Advice or suggestions on how to approach a problem'],Dementia 
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.4634878331982730,['Request for a list of resources where one can find more information'],Dementia 
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.36103066080562900,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physical Medicine and Rehabilitation also COVID patients
List me 10 basic exercises for pulmonary rehabilitation.,0.30090624938735100,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Physical Medicine and Rehabilitation also COVID patients
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.2442358964274520,['Request for a list of resources where one can find more information'],Physical Medicine and Rehabilitation also COVID patients
What would the best option of treatment for a resistent UTI?,0.3506253628514110,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.4030742039895430,['Directed question that has a single unambiguous answer'],General practitioner 
What are the best antibiotics for a patient that is allergic to penicilins?,0.07056959517262250,['Directed question that has a single unambiguous answer'],Doctor of Medicine
What does the APGAR scale assess?,0.3938239393874640,['Directed question that has a single unambiguous answer'],General medical
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.4540369064194520,['Summarization of information on a topic'],General medical
Describe and justify your opinion about the morality of abortion.,0.4911382076294190,['Request for opinion on a topic'],General medical
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.10963502983576400,['Advice or suggestions on how to approach a problem'],Psychiatry 
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.31069400824016400,['Request for opinion on a topic'],Psychiatry 
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.46383255040596600,['Advice or suggestions on how to approach a problem'],Psychiatry 
What is the most expensive chemo drug used in the UK?,0.3012675629621540,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information']",Oncology Pharmacist 
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.3428694673751380,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Oncology Pharmacist 
What is the method of use for morphine?,0.3226360386577610,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Oncology Pharmacist 
Is it suggested to conduct a head CT scan for every head trauma case?,0.43332739506164400,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Pediatrician
What's the treatment suggested for a four year old with head trauma?,0.474864528340638,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Pediatrician
What's the best aproach on panic attack on pediatric patient?,0.31360148907537400,['Open-ended question that is potentially ambiguous'],Pediatrician
Why would a child be removed from their parents care?,0.457565506305926,['Open-ended question that is potentially ambiguous'],social worker
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.11037129795521900,['Question that describes a hypothetical scenario and asks a question based on this scenario'],social worker
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.22898656334754800,['Question that describes a hypothetical scenario and asks a question based on this scenario'],social worker
Can a person without one kidney take ibuprofen?,0.40928732612357600,['Directed question that has a single unambiguous answer'],Pharmacy
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.19808808471526300,"['Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Pharmacist
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.4243146602336630,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.34747183447610600,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Oncology
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.387714384618505,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Oncology
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.31826309565632700,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Oncology
What does EPRR stand for?,0.13822733515213500,['Open-ended question that is potentially ambiguous'],Emergency Planning
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.47566789277033700,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Biochemistry
What are the ethical implications of increased non-invasive pre-natal testing?,0.20226134111494000,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Biochemistry
Why do people develop resistance to monoclonal anti-TNF therapies?,0.30652826931290700,['Summarization of information on a topic'],Biochemistry
What is the clinical use of catecholamine measurement?,0.24910031162781400,['Directed question that has a single unambiguous answer'],Biochemistry
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.42323420651876100,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.3132797973021920,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
What is the worst case scenario for filler procedure?,0.3114439654855660,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Aesthetic
