Key,Cosine Similarity,Question Type,Specific Field
How do I explain the difference between a language disorder and a language delay?,0.488282736423371,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Speech and Language Therapy - children's therapy
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.47070750175903,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
Can nurses in Italy prescribe and administer low-risk drugs?,0.41791614140611644,['Directed question that has a single unambiguous answer'],nurse 
What are the risks from a brucella culture within pathology lab?,0.4401637456190185,['Directed question that has a single unambiguous answer'],Patient Safety
Compare behavioral testing to OAE or tympanometry in children.,0.6989335843870018,['Open-ended question that is potentially ambiguous'],Biomedical engineering. Main area of work is developing primary health care equipment.
What are the symptoms of sepsis?,0.20064835542700718,['Summarization of information on a topic'],Critical care
What are the outcomes of using hyaluronidase?,0.604733863288962,['Summarization of information on a topic'],Aesthetic
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.5639896995525251,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Paediatrics
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.25298074274399307,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Pharmacy
What are the differences between the different birth control devices that actually exist?,0.3254203624446553,['Open-ended question that is potentially ambiguous'],General
How to give the news of the death of a patient to his close relative?,0.4104071585430723,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",General medicine
Can you summarize the krebs cycle?,0.704311500926155,['Summarization of information on a topic'],"medical research, clinical studies"
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.386722620409197,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
Are there side effects to the use of botox?,0.44713911089407987,['Advice or suggestions on how to approach a problem'],Aesthetic
What kind of impact does social media have on patients with anorexia?,0.3663485687210155,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",psychiatrist
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.32049032542719946,['Open-ended question that is potentially ambiguous'],registered nurse in trauma
Describes Hodge's blueprints.,0.08370378365305127,['Summarization of information on a topic'],General medicine
What is the best way to store my medication to ensure its potency and safety?,0.5431532357373714,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist 
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.24591556913326645,['Directed question that has a single unambiguous answer'],Midwifery
How would you do treat a psychotic crisis?,0.4018735012548922,['Open-ended question that is potentially ambiguous'],psychology
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.1532434632386078,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
What is the treatment for grade 2 prostate carcinoma?,0.37532324438507975,['Directed question that has a single unambiguous answer'],oncology
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.5229753165924292,['Request for opinion on a topic'],nurse 
What is the prozone error and how does it affect the blood test?,0.5113157359826135,['Summarization of information on a topic'],Biomedical Science 
What are the symptoms of a myocardial infarction?,0.405322236064768,['Directed question that has a single unambiguous answer'],Critical care
Is one's sphingolipid mileu a factor in psoriasis?,0.3721669074679569,['Open-ended question that is potentially ambiguous'],Biochemistry
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.21660831952058232,['Open-ended question that is potentially ambiguous'],Neurology 
What is the difference between the migraine CGRP antagonists? ,0.3381058647266771,['Directed question that has a single unambiguous answer'],Neurology 
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.3142081835394797,['Advice or suggestions on how to approach a problem'],Neurology 
What are the symptoms of an abdominal aortic aneurysm?,0.4891625277025594,['Summarization of information on a topic'],Critical care
Do the medicines used for diabetes foot ulcer work?,0.23004302736342344,['Summarization of information on a topic'],Sales rep in medicines
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.5797386715376658,['Directed question that has a single unambiguous answer'],Psychiatry
How many cardiology subspecialties are there?,0.4894029763373912,['Directed question that has a single unambiguous answer'],"medical research, clinical studies"
Can you tell me what is the best way to get an informed consent?,0.2862010727465979,['Advice or suggestions on how to approach a problem'],"medical research, clinical studies"
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.3561295146248173,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Midwifery
Which symptoms describes an autistic disorder?,0.26412108123287464,['Summarization of information on a topic'],psychology
How would you promote dignity and respect in care?,0.427109224362608,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Support Work
How do you manage a desmoplastic blue naevus?,0.45193200203753797,['Open-ended question that is potentially ambiguous'],Dermatology
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.364107475082256,['Directed question that has a single unambiguous answer'],General
What is the best diet for general longevity?,0.46816110372503017,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Biochemistry
Why is the category of nurses in Italy little recognized unlike doctors?,0.2703367440601149,['Request for opinion on a topic'],nurse 
At which gestation is the Nuchal screening offered routinely?,0.42625917859856866,['Directed question that has a single unambiguous answer'],Midwifery
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.29159275154025815,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physiotherapy
Why are left-handed people stronger using their right hand?,0.35748811738899,['Open-ended question that is potentially ambiguous'],Physiotherapy
Is metamizol superior than other medications in treating osteoarthicular pain?,0.5074154294479827,['Open-ended question that is potentially ambiguous'],Family Medicine 
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.4484718100405356,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family Medicine 
What is the reliability of ABR testing for testing toxicity?,0.30146775861747643,['Summarization of information on a topic'],Biomedical engineering. Main area of work is developing primary health care equipment.
What is the recommended medication to prescribe for a first episode of psychosis?,0.4867662572984306,['Directed question that has a single unambiguous answer'],Psychiatric Healthcare
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.36558158009013114,['Advice or suggestions on how to approach a problem'],registered nurse in trauma
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.3294004831012428,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Pharmacy
What is the average salary for a biochemist in NYC?,0.47878330163594945,['Directed question that has a single unambiguous answer'],Biochemistry
How would you be sure to provide discretion and adhere to dpi guidelines?,0.3748188050806064,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Support Work
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.5655286142255366,['Directed question that has a single unambiguous answer'],Pharmacist 
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.1578949877434641,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Psychiatric Healthcare
What would be the symptoms for an urinary tract infection?,0.5734385055652068,['Summarization of information on a topic'],General
Should I use the AVUK strategies with my deaf patient?,0.35452527416625484,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Speech and Language Therapy - children's therapy
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.7293327767886245,['Summarization of information on a topic'],oncology
What are the differences between professions about patients returning as volunteers?,0.5654580001404996,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.4215761348847745,['Request for opinion on a topic'],Physiotherapy
Is rorshach test a good IQ measurement?,0.4905785845985305,['Directed question that has a single unambiguous answer'],psychology
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.23092360198124173,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical Science 
Can we ever eliminate all mental illness?,0.3684567337093736,['Open-ended question that is potentially ambiguous'],Psychology
Please provide an approach to the management of a convulsing child.,0.5613098946058062,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Paediatrics
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.3487948388211753,['Directed question that has a single unambiguous answer'],General medicine
Is cancer curable?,0.42139101385492495,['Open-ended question that is potentially ambiguous'],oncology
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.42753558576765616,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.3337037811032493,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
What are the risks of inserting a nasogastric tube during a night shift?,0.40654665643243165,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Patient Safety
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.38665951443076735,['Open-ended question that is potentially ambiguous'],Dermatology
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.4541592372922527,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Neurology
How can you find out if a person has childhood traumas?,0.3046067084672897,['Open-ended question that is potentially ambiguous'],Care home
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.5586314548211264,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Molecular Microbiology
What could be the possible cause of dementia?,0.30009893748269734,['Summarization of information on a topic'],Care home
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.2438885768638558,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.22626463921571582,['Directed question that has a single unambiguous answer'],Molecular Microbiology
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.4635149540133514,['Summarization of information on a topic'],Haematology
Is a microprocessor controlled foot worth it?,0.3198581535574099,['Request for opinion on a topic'],Prosthetists
What is the most efficient way to handle local falls pathways? ,0.3327807394772316,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
Can we give paracetamol to a cat?,0.4270543100526122,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Pharmacist
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.580720619832308,['Request for a list of resources where one can find more information'],Molecular Microbiology
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.47266732963399727,['Open-ended question that is potentially ambiguous'],Haematology
What is the best most varied option for elective placement? ,0.3742543509895202,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
What is the perfect solution for an unhealthy family life? ,0.34065332064436116,['Directed question that has a single unambiguous answer'],Care home
How can I support caring for those experiencing malnutrition in the community? ,0.5073201025721085,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.2953816371363782,['Request for a list of resources where one can find more information'],Psychiatric Healthcare
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.3469451615605412,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
What is the best material for insoles?,0.2596545797022268,['Directed question that has a single unambiguous answer'],Prosthetists
Can a diabetic person take medical products with any kind of sucrose?,0.3380345876972903,['Directed question that has a single unambiguous answer'],Pharmacist
What should be the first response to an epilectic seizure?,0.6340085364818498,['Advice or suggestions on how to approach a problem'],Pharmacist
Can low mobility amputeed benefit from a microprocessor controled knee?,0.384451336432653,['Request for a list of resources where one can find more information'],Prosthetists
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.29048545938667797,['Directed question that has a single unambiguous answer'],Haematology
Do I need to fast to have a CT scan? And how about a MRI scan?,0.1632604013104941,['Directed question that has a single unambiguous answer'],Radiology
Why do pregnant women often suffer from iron deficiency?,0.4901327619208058,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What is the physiopathology of asthma? ,0.675984632753611,['Open-ended question that is potentially ambiguous'],Paediatrics
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.6846369387475222,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Substance misuse 
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.5139121254252415,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Pharmacy 
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.53253026577048,['Directed question that has a single unambiguous answer'],Substance misuse 
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.7677590632577019,['Directed question that has a single unambiguous answer'],Primary care
What are the intervention strategies to recommend for people with hypertension?,0.5237164829321854,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Dietician/ Nutritionist 
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.26332249862570734,['Advice or suggestions on how to approach a problem'],Emergency Medicine
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.2106093854007315,['Advice or suggestions on how to approach a problem'],General medicine
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.5002952468947272,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Pharmacy 
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.4934299629210094,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Substance misuse 
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.4155149602002205,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Radiology
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.5291058519090721,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Pharmacy 
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.40961767863208226,['Directed question that has a single unambiguous answer'],"Occupational Health, Environment and Safety"
Where can I find more information about asthma treatment?,0.49338737192733734,['Request for a list of resources where one can find more information'],Primary care
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.30122058197426055,['Directed question that has a single unambiguous answer'],Emergency Medicine
What information is currently available on the prognosis of angiosarcomas?,0.37110619315137744,['Summarization of information on a topic'],General medicine
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.5597172066466425,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Family medicine
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.34206273143764004,['Summarization of information on a topic'],Emergency Medicine
What is the treatment for a perianal abscess?,0.47580210094608133,['Directed question that has a single unambiguous answer'],General medicine
At what age kids can make a three block tower? ,0.3274784071433557,['Directed question that has a single unambiguous answer'],Paediatrics
"In mexico, what is the official definition of a disability (discapacity)?",0.6893992671983062,['Directed question that has a single unambiguous answer'],"Occupational Health, Environment and Safety"
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.4249240751619049,['Question that describes a hypothetical scenario and asks a question based on this scenario'],"Occupational Health, Environment and Safety"
Do you think metformin causes a vitamin B deficiency?,0.23564991322242804,['Request for opinion on a topic'],Family medicine
What is the difference between concomitant medication and past drugs?,0.4527844675726748,['Directed question that has a single unambiguous answer'],Clinical pharmacology and pharmacovigilance
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.3971614201105189,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Radiology
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.6527127306356525,['Open-ended question that is potentially ambiguous'],Clinical pharmacology and pharmacovigilance
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.5234072660408046,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical pharmacology and pharmacovigilance
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.2769444050838579,['Request for a list of resources where one can find more information'],Family medicine
What are the possible causes of pleural effusion in a 56yo patient?,0.15762179837989776,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Primary care
How does medications affect the absorption and availability of nutrients in the human body?,0.6687548065325589,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What is the mechanism in what tacrolimus acts? ,0.44108432543918014,['Directed question that has a single unambiguous answer'],Paediatrics
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.39299085827264846,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Internal medicine
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.449624341382591,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']",Internal medicine
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.2214614288551775,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Internal medicine
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.29894724068119005,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",midwifery
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.29865529176824823,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",midwifery
What do you think about teenage pregnancy?,0.4223869992664824,['Request for opinion on a topic'],midwifery
How much blood is inside a human body?,0.6142570191319876,['Directed question that has a single unambiguous answer'],Nursing
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.4449479419746448,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Nursing
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.20539328733523982,['Summarization of information on a topic'],Nursing
When would you advise a patient for bypass instead of stenting and medical therapy?,0.6130439545803287,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Cardiology
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.4498557511539665,['Summarization of information on a topic'],Cardiology
What are the benefits of using myocardial perfusion imaging prior to angio?,0.3399272057605831,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Cardiology
Where can I get detailed protocols for microRNA analysis?,0.2514331106829098,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']",Research scientist
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.35785706056821115,['Summarization of information on a topic'],Research scientist
What are common causes of iron deficiency?,0.6155719409911394,['Directed question that has a single unambiguous answer'],Research scientist
What are the first rank symptoms of schizophrenia?,0.37779666166021303,['Summarization of information on a topic'],Psychiatry
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.46767618777565734,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.2981726120646222,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry
How do bacterial infection predispose one to cancers?,0.392475892545641,"['Directed question that has a single unambiguous answer', 'Request for opinion on a topic']",Laboratory medicine
How does automation in laboratories affect the final diagnosis produces?,0.2992168065354843,['Open-ended question that is potentially ambiguous'],Laboratory medicine
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.2916407172386418,['Directed question that has a single unambiguous answer'],Dementia 
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.2824296258416944,['Advice or suggestions on how to approach a problem'],Dementia 
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.5749900971468388,['Request for a list of resources where one can find more information'],Dementia 
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.44351158992442274,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physical Medicine and Rehabilitation also COVID patients
List me 10 basic exercises for pulmonary rehabilitation.,0.16322043226851704,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Physical Medicine and Rehabilitation also COVID patients
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.1883198307879606,['Request for a list of resources where one can find more information'],Physical Medicine and Rehabilitation also COVID patients
What would the best option of treatment for a resistent UTI?,0.3019736348570924,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.627464291575155,['Directed question that has a single unambiguous answer'],General practitioner 
What are the best antibiotics for a patient that is allergic to penicilins?,0.24350618616815617,['Directed question that has a single unambiguous answer'],Doctor of Medicine
What does the APGAR scale assess?,0.5149016163772602,['Directed question that has a single unambiguous answer'],General medical
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.5533548293701755,['Summarization of information on a topic'],General medical
Describe and justify your opinion about the morality of abortion.,0.5230554194212507,['Request for opinion on a topic'],General medical
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.03436021506906744,['Advice or suggestions on how to approach a problem'],Psychiatry 
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.3757661267828988,['Request for opinion on a topic'],Psychiatry 
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.3131097261853942,['Advice or suggestions on how to approach a problem'],Psychiatry 
What is the most expensive chemo drug used in the UK?,0.32197549362533506,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information']",Oncology Pharmacist 
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.2941150178951595,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Oncology Pharmacist 
What is the method of use for morphine?,0.2555063764985429,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Oncology Pharmacist 
Is it suggested to conduct a head CT scan for every head trauma case?,0.5533065975671894,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Pediatrician
What's the treatment suggested for a four year old with head trauma?,0.46020627462568964,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Pediatrician
What's the best aproach on panic attack on pediatric patient?,0.2681515454898409,['Open-ended question that is potentially ambiguous'],Pediatrician
Why would a child be removed from their parents care?,0.402976045434161,['Open-ended question that is potentially ambiguous'],social worker
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.331947450749819,['Question that describes a hypothetical scenario and asks a question based on this scenario'],social worker
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.2832366022191756,['Question that describes a hypothetical scenario and asks a question based on this scenario'],social worker
Can a person without one kidney take ibuprofen?,0.40536408861113266,['Directed question that has a single unambiguous answer'],Pharmacy
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.3055955818678119,"['Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Pharmacist
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.4217332839971492,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.46518716513171626,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Oncology
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.5266754963159649,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Oncology
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.38775785274135444,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Oncology
What does EPRR stand for?,0.2202881505618297,['Open-ended question that is potentially ambiguous'],Emergency Planning
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.32507528504813865,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Biochemistry
What are the ethical implications of increased non-invasive pre-natal testing?,0.599557452557532,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Biochemistry
Why do people develop resistance to monoclonal anti-TNF therapies?,0.523813420729831,['Summarization of information on a topic'],Biochemistry
What is the clinical use of catecholamine measurement?,0.33773993203919533,['Directed question that has a single unambiguous answer'],Biochemistry
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.21088597872698556,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
