Key,Cosine Similarity,Question Type,Specific Field
How do I explain the difference between a language disorder and a language delay?,0.5101159506051856,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Speech and Language Therapy - children's therapy
"In status epilepticus after 1st and 2nd line treatment with benzodiazepines, should I load the patient with phenytoin or levetiracetam?",0.48719195755840905,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
Can nurses in Italy prescribe and administer low-risk drugs?,0.38982159553727463,['Directed question that has a single unambiguous answer'],nurse 
What are the risks from a brucella culture within pathology lab?,0.2727693785903833,['Directed question that has a single unambiguous answer'],Patient Safety
Compare behavioral testing to OAE or tympanometry in children.,0.5716662506019586,['Open-ended question that is potentially ambiguous'],Biomedical engineering. Main area of work is developing primary health care equipment.
What are the symptoms of sepsis?,0.32129353447515363,['Summarization of information on a topic'],Critical care
What are the outcomes of using hyaluronidase?,0.40097887538303034,['Summarization of information on a topic'],Aesthetic
A mother presents to my clinic wishing to know whether taking the pertussis vaccine during pregnancy will in anyway minimize her unborn child's chances of being hospitalized with pertussis. What is the efficacy of the maternal pertussis vaccine in infant hospitalization?,0.48297426572037694,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Paediatrics
How will the NHS england directed TA for covid medication and prescribing affect primary care in England?,0.20910937722978304,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Pharmacy
What are the differences between the different birth control devices that actually exist?,0.2692516400426762,['Open-ended question that is potentially ambiguous'],General
How to give the news of the death of a patient to his close relative?,0.3118892155585175,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",General medicine
Can you summarize the krebs cycle?,0.6437160870917751,['Summarization of information on a topic'],"medical research, clinical studies"
How do I assess competence for decision making in a child in a child who is too young to apply the Mental Capacity Act?,0.6063278542437751,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
Are there side effects to the use of botox?,0.4684765071813575,['Advice or suggestions on how to approach a problem'],Aesthetic
What kind of impact does social media have on patients with anorexia?,0.3051690794150299,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",psychiatrist
How do you deal with a patient who is sick but has no pointed symptoms and no health record?,0.5903145684852233,['Open-ended question that is potentially ambiguous'],registered nurse in trauma
Describes Hodge's blueprints.,0.3842106843552717,['Summarization of information on a topic'],General medicine
What is the best way to store my medication to ensure its potency and safety?,0.5310007807930229,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist 
"When providing intrapartum care, a midwife can prescribe appropriate pain relief. True or false?",0.0,['Directed question that has a single unambiguous answer'],Midwifery
How would you do treat a psychotic crisis?,0.3069981045906413,['Open-ended question that is potentially ambiguous'],psychology
"A nine year old girl with severe ADHD has already tried all drugs that are allowed for children. None of them was sucessful. There was no benefit from the drugs, but many negative side effects from on just a little dose. What else can I try, if an ADHD patient isn't responding to any drug?",0.2646831489105887,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
What is the treatment for grade 2 prostate carcinoma?,0.5110323074554572,['Directed question that has a single unambiguous answer'],oncology
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.6923251413216712,['Request for opinion on a topic'],nurse 
What is the prozone error and how does it affect the blood test?,0.7052641375007173,['Summarization of information on a topic'],Biomedical Science 
What are the symptoms of a myocardial infarction?,0.5952921849747559,['Directed question that has a single unambiguous answer'],Critical care
Is one's sphingolipid mileu a factor in psoriasis?,0.4405369087865431,['Open-ended question that is potentially ambiguous'],Biochemistry
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.3045140852486418,['Open-ended question that is potentially ambiguous'],Neurology 
What is the difference between the migraine CGRP antagonists? ,0.2908678226685101,['Directed question that has a single unambiguous answer'],Neurology 
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.5132009025540049,['Advice or suggestions on how to approach a problem'],Neurology 
What are the symptoms of an abdominal aortic aneurysm?,0.4729790253602918,['Summarization of information on a topic'],Critical care
Do the medicines used for diabetes foot ulcer work?,0.3892731985708905,['Summarization of information on a topic'],Sales rep in medicines
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.7168117414430623,['Directed question that has a single unambiguous answer'],Psychiatry
How many cardiology subspecialties are there?,0.6480191766868227,['Directed question that has a single unambiguous answer'],"medical research, clinical studies"
Can you tell me what is the best way to get an informed consent?,0.6691736057740032,['Advice or suggestions on how to approach a problem'],"medical research, clinical studies"
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.3682465653919535,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Midwifery
Which symptoms describes an autistic disorder?,0.31293618210535656,['Summarization of information on a topic'],psychology
How would you promote dignity and respect in care?,0.3000153779218866,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Support Work
How do you manage a desmoplastic blue naevus?,0.5469097141812043,['Open-ended question that is potentially ambiguous'],Dermatology
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.5350516722682456,['Directed question that has a single unambiguous answer'],General
What is the best diet for general longevity?,0.4031562697682621,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Biochemistry
Why is the category of nurses in Italy little recognized unlike doctors?,0.606395632823835,['Request for opinion on a topic'],nurse 
At which gestation is the Nuchal screening offered routinely?,0.5580602096573306,['Directed question that has a single unambiguous answer'],Midwifery
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.119659619769094,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physiotherapy
Why are left-handed people stronger using their right hand?,0.5876204769708591,['Open-ended question that is potentially ambiguous'],Physiotherapy
Is metamizol superior than other medications in treating osteoarthicular pain?,0.3463524299483108,['Open-ended question that is potentially ambiguous'],Family Medicine 
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.6393090823029596,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family Medicine 
What is the reliability of ABR testing for testing toxicity?,0.31271084180225955,['Summarization of information on a topic'],Biomedical engineering. Main area of work is developing primary health care equipment.
What is the recommended medication to prescribe for a first episode of psychosis?,0.5135922481800256,['Directed question that has a single unambiguous answer'],Psychiatric Healthcare
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.5121567030777356,['Advice or suggestions on how to approach a problem'],registered nurse in trauma
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.29980219754399035,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Pharmacy
What is the average salary for a biochemist in NYC?,0.5171403919200801,['Directed question that has a single unambiguous answer'],Biochemistry
How would you be sure to provide discretion and adhere to dpi guidelines?,0.42397713528947517,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Support Work
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.6854823941231402,['Directed question that has a single unambiguous answer'],Pharmacist 
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.6262470327453288,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Psychiatric Healthcare
What would be the symptoms for an urinary tract infection?,0.5648845523202418,['Summarization of information on a topic'],General
Should I use the AVUK strategies with my deaf patient?,0.5206542731769357,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Speech and Language Therapy - children's therapy
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.5298831886669675,['Summarization of information on a topic'],oncology
What are the differences between professions about patients returning as volunteers?,0.6021677707887545,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.4023104730486908,['Request for opinion on a topic'],Physiotherapy
Is rorshach test a good IQ measurement?,0.6312854955099717,['Directed question that has a single unambiguous answer'],psychology
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.32838883053492707,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical Science 
Can we ever eliminate all mental illness?,0.5424597956833431,['Open-ended question that is potentially ambiguous'],Psychology
Please provide an approach to the management of a convulsing child.,0.5110642176367228,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Paediatrics
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.25619322426675234,['Directed question that has a single unambiguous answer'],General medicine
Is cancer curable?,0.5279828446677504,['Open-ended question that is potentially ambiguous'],oncology
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.26531004329951346,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Emergency Paediatrics
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.32105351776118346,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Occupational Therapy
What are the risks of inserting a nasogastric tube during a night shift?,0.5319953990217288,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Patient Safety
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.4121566121316923,['Open-ended question that is potentially ambiguous'],Dermatology
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.6045154486756533,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Neurology
How can you find out if a person has childhood traumas?,0.24702307330118953,['Open-ended question that is potentially ambiguous'],Care home
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.4837441426443602,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Molecular Microbiology
What could be the possible cause of dementia?,0.5922108783420693,['Summarization of information on a topic'],Care home
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.041289120715015414,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.5200547401247668,['Directed question that has a single unambiguous answer'],Molecular Microbiology
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.36488541518767653,['Summarization of information on a topic'],Haematology
Is a microprocessor controlled foot worth it?,0.5363665308383876,['Request for opinion on a topic'],Prosthetists
What is the most efficient way to handle local falls pathways? ,0.3012407505132429,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
Can we give paracetamol to a cat?,0.34289486868356883,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Pharmacist
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.4345985561316606,['Request for a list of resources where one can find more information'],Molecular Microbiology
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.580232608619265,['Open-ended question that is potentially ambiguous'],Haematology
What is the best most varied option for elective placement? ,0.44846435074057767,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
What is the perfect solution for an unhealthy family life? ,0.5017968162580536,['Directed question that has a single unambiguous answer'],Care home
How can I support caring for those experiencing malnutrition in the community? ,0.4634399508438064,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Ambulance 
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.33516421881506725,['Request for a list of resources where one can find more information'],Psychiatric Healthcare
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.41021132610989297,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
What is the best material for insoles?,0.24309130344074276,['Directed question that has a single unambiguous answer'],Prosthetists
Can a diabetic person take medical products with any kind of sucrose?,0.5403981155515966,['Directed question that has a single unambiguous answer'],Pharmacist
What should be the first response to an epilectic seizure?,0.7392799423282131,['Advice or suggestions on how to approach a problem'],Pharmacist
Can low mobility amputeed benefit from a microprocessor controled knee?,0.5440287163574169,['Request for a list of resources where one can find more information'],Prosthetists
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.427313713840314,['Directed question that has a single unambiguous answer'],Haematology
Do I need to fast to have a CT scan? And how about a MRI scan?,0.31626393951834814,['Directed question that has a single unambiguous answer'],Radiology
Why do pregnant women often suffer from iron deficiency?,0.5684826276819653,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What is the physiopathology of asthma? ,0.6927632115393864,['Open-ended question that is potentially ambiguous'],Paediatrics
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.7008928779314589,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Substance misuse 
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.6363297434398735,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Pharmacy 
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.6224239584180055,['Directed question that has a single unambiguous answer'],Substance misuse 
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.7313748267950559,['Directed question that has a single unambiguous answer'],Primary care
What are the intervention strategies to recommend for people with hypertension?,0.4475311177809794,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Dietician/ Nutritionist 
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.6031791849606523,['Advice or suggestions on how to approach a problem'],Emergency Medicine
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.4695558427245415,['Advice or suggestions on how to approach a problem'],General medicine
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.597994939113496,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']",Pharmacy 
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.47057215115973217,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Substance misuse 
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.5561445767284418,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Radiology
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.6059692915578193,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Pharmacy 
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.4555734234119899,['Directed question that has a single unambiguous answer'],"Occupational Health, Environment and Safety"
Where can I find more information about asthma treatment?,0.5800790815213049,['Request for a list of resources where one can find more information'],Primary care
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.5347757086014235,['Directed question that has a single unambiguous answer'],Emergency Medicine
What information is currently available on the prognosis of angiosarcomas?,0.4815187470202341,['Summarization of information on a topic'],General medicine
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.5047020606438136,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Family medicine
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.4486902808911813,['Summarization of information on a topic'],Emergency Medicine
What is the treatment for a perianal abscess?,0.48512941605618237,['Directed question that has a single unambiguous answer'],General medicine
At what age kids can make a three block tower? ,0.32336884819461953,['Directed question that has a single unambiguous answer'],Paediatrics
"In mexico, what is the official definition of a disability (discapacity)?",0.6126379738119397,['Directed question that has a single unambiguous answer'],"Occupational Health, Environment and Safety"
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.5166738272829869,['Question that describes a hypothetical scenario and asks a question based on this scenario'],"Occupational Health, Environment and Safety"
Do you think metformin causes a vitamin B deficiency?,0.4996585932229615,['Request for opinion on a topic'],Family medicine
What is the difference between concomitant medication and past drugs?,0.5187934319021174,['Directed question that has a single unambiguous answer'],Clinical pharmacology and pharmacovigilance
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.4924629740315903,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Radiology
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.6906691061924679,['Open-ended question that is potentially ambiguous'],Clinical pharmacology and pharmacovigilance
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.6387403653299184,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical pharmacology and pharmacovigilance
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.6490993349714362,['Request for a list of resources where one can find more information'],Family medicine
What are the possible causes of pleural effusion in a 56yo patient?,0.7192514252551865,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Primary care
How does medications affect the absorption and availability of nutrients in the human body?,0.6693491783754962,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What is the mechanism in what tacrolimus acts? ,0.5294007769126885,['Directed question that has a single unambiguous answer'],Paediatrics
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.47646832171779385,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Internal medicine
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.32468936855731156,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']",Internal medicine
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.4006092179881751,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Internal medicine
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.49864065990102135,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",midwifery
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.303237112595405,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']",midwifery
What do you think about teenage pregnancy?,0.5512503148689833,['Request for opinion on a topic'],midwifery
How much blood is inside a human body?,0.5656981961713345,['Directed question that has a single unambiguous answer'],Nursing
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.4827551477760037,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Nursing
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.41016724674544064,['Summarization of information on a topic'],Nursing
When would you advise a patient for bypass instead of stenting and medical therapy?,0.4894768161733935,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Cardiology
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.4694216485000114,['Summarization of information on a topic'],Cardiology
What are the benefits of using myocardial perfusion imaging prior to angio?,0.5076196199083186,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Cardiology
Where can I get detailed protocols for microRNA analysis?,0.22438880241135095,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']",Research scientist
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.462915859284974,['Summarization of information on a topic'],Research scientist
What are common causes of iron deficiency?,0.5104439568379737,['Directed question that has a single unambiguous answer'],Research scientist
What are the first rank symptoms of schizophrenia?,0.566441287331484,['Summarization of information on a topic'],Psychiatry
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.5376651057348029,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.45625107340232207,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry
How do bacterial infection predispose one to cancers?,0.34983879454539657,"['Directed question that has a single unambiguous answer', 'Request for opinion on a topic']",Laboratory medicine
How does automation in laboratories affect the final diagnosis produces?,0.32953750040571295,['Open-ended question that is potentially ambiguous'],Laboratory medicine
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.23723115004063045,['Directed question that has a single unambiguous answer'],Dementia 
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.4479352359275003,['Advice or suggestions on how to approach a problem'],Dementia 
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.8087641137070724,['Request for a list of resources where one can find more information'],Dementia 
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.4320681317769046,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physical Medicine and Rehabilitation also COVID patients
List me 10 basic exercises for pulmonary rehabilitation.,0.13374959951264798,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']",Physical Medicine and Rehabilitation also COVID patients
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.4502816745549199,['Request for a list of resources where one can find more information'],Physical Medicine and Rehabilitation also COVID patients
What would the best option of treatment for a resistent UTI?,0.45238266926250903,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Doctor of Medicine
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.5739895298386711,['Directed question that has a single unambiguous answer'],General practitioner 
What are the best antibiotics for a patient that is allergic to penicilins?,0.4397512993489752,['Directed question that has a single unambiguous answer'],Doctor of Medicine
What does the APGAR scale assess?,0.46639612486116455,['Directed question that has a single unambiguous answer'],General medical
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.5731865543763319,['Summarization of information on a topic'],General medical
Describe and justify your opinion about the morality of abortion.,0.5227359182482189,['Request for opinion on a topic'],General medical
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.20611307783967037,['Advice or suggestions on how to approach a problem'],Psychiatry 
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.2344678320779111,['Request for opinion on a topic'],Psychiatry 
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.3540651864749626,['Advice or suggestions on how to approach a problem'],Psychiatry 
What is the most expensive chemo drug used in the UK?,0.3420116892349925,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information']",Oncology Pharmacist 
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.5597763527081826,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Oncology Pharmacist 
What is the method of use for morphine?,0.38594385261160574,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Oncology Pharmacist 
Is it suggested to conduct a head CT scan for every head trauma case?,0.5619926016877068,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Pediatrician
What's the treatment suggested for a four year old with head trauma?,0.5777940557201114,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']",Pediatrician
What's the best aproach on panic attack on pediatric patient?,0.3754829767079142,['Open-ended question that is potentially ambiguous'],Pediatrician
Why would a child be removed from their parents care?,0.5586883793509528,['Open-ended question that is potentially ambiguous'],social worker
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.4889674587482555,['Question that describes a hypothetical scenario and asks a question based on this scenario'],social worker
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.3490867083185193,['Question that describes a hypothetical scenario and asks a question based on this scenario'],social worker
Can a person without one kidney take ibuprofen?,0.3660658306484398,['Directed question that has a single unambiguous answer'],Pharmacy
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.4506779971183224,"['Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Pharmacist
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.4446875425646707,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.36160234315932044,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Oncology
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.4807085438289408,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']",Oncology
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.4917760285049185,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']",Oncology
What does EPRR stand for?,0.7799154245579976,['Open-ended question that is potentially ambiguous'],Emergency Planning
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.4724070962184563,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Biochemistry
What are the ethical implications of increased non-invasive pre-natal testing?,0.49139755441764693,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']",Biochemistry
Why do people develop resistance to monoclonal anti-TNF therapies?,0.5457033034988261,['Summarization of information on a topic'],Biochemistry
What is the clinical use of catecholamine measurement?,0.2810886875576374,['Directed question that has a single unambiguous answer'],Biochemistry
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.5929846884671989,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
