Key,Cosine Similarity,Question Type
What is the treatment for grade 2 prostate carcinoma?,0.4904949459878173,['Directed question that has a single unambiguous answer']
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.619148541914136,['Request for opinion on a topic']
What is the prozone error and how does it affect the blood test?,0.5985977837435631,['Summarization of information on a topic']
What are the symptoms of a myocardial infarction?,0.2534110587978654,['Directed question that has a single unambiguous answer']
Is one's sphingolipid mileu a factor in psoriasis?,0.4706490566365694,['Open-ended question that is potentially ambiguous']
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.2603961530817145,['Open-ended question that is potentially ambiguous']
What is the difference between the migraine CGRP antagonists? ,0.43500966758628723,['Directed question that has a single unambiguous answer']
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.5043263212056016,['Advice or suggestions on how to approach a problem']
What are the symptoms of an abdominal aortic aneurysm?,0.44231686810043663,['Summarization of information on a topic']
Do the medicines used for diabetes foot ulcer work?,0.5583931725811059,['Summarization of information on a topic']
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.8477624970048978,['Directed question that has a single unambiguous answer']
How many cardiology subspecialties are there?,0.5517659494336351,['Directed question that has a single unambiguous answer']
Can you tell me what is the best way to get an informed consent?,0.6282437116841927,['Advice or suggestions on how to approach a problem']
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.2554310481696117,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
Which symptoms describes an autistic disorder?,0.4870490127175804,['Summarization of information on a topic']
How would you promote dignity and respect in care?,0.3613842128270232,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
How do you manage a desmoplastic blue naevus?,0.4609391495282943,['Open-ended question that is potentially ambiguous']
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.38821604607782156,['Directed question that has a single unambiguous answer']
What is the best diet for general longevity?,0.3951744738171909,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
Why is the category of nurses in Italy little recognized unlike doctors?,0.5076393721674961,['Request for opinion on a topic']
At which gestation is the Nuchal screening offered routinely?,0.5270237675599602,['Directed question that has a single unambiguous answer']
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.6695301305002468,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Why are left-handed people stronger using their right hand?,0.4292454796762557,['Open-ended question that is potentially ambiguous']
Is metamizol superior than other medications in treating osteoarthicular pain?,0.24142058897826107,['Open-ended question that is potentially ambiguous']
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.3273654288941527,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the reliability of ABR testing for testing toxicity?,0.37819156868620696,['Summarization of information on a topic']
What is the recommended medication to prescribe for a first episode of psychosis?,0.43708437639619646,['Directed question that has a single unambiguous answer']
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.5807783036437715,['Advice or suggestions on how to approach a problem']
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.27192728880795625,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
What is the average salary for a biochemist in NYC?,0.5284847886723717,['Directed question that has a single unambiguous answer']
How would you be sure to provide discretion and adhere to dpi guidelines?,0.3343531252786098,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.8099655754467201,['Directed question that has a single unambiguous answer']
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.255602586026505,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What would be the symptoms for an urinary tract infection?,0.43392121665622385,['Summarization of information on a topic']
Should I use the AVUK strategies with my deaf patient?,0.41329654754566236,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.6059961619917258,['Summarization of information on a topic']
What are the differences between professions about patients returning as volunteers?,0.355384442057269,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.4590088121614551,['Request for opinion on a topic']
Is rorshach test a good IQ measurement?,0.5735623723127542,['Directed question that has a single unambiguous answer']
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.0,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can we ever eliminate all mental illness?,0.5164508121300383,['Open-ended question that is potentially ambiguous']
Please provide an approach to the management of a convulsing child.,0.5303202784534278,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.23740588025487835,['Directed question that has a single unambiguous answer']
Is cancer curable?,0.5080248011480502,['Open-ended question that is potentially ambiguous']
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.3810896203655957,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.5092922423452838,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the risks of inserting a nasogastric tube during a night shift?,0.35812390116027065,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.38641179612133314,['Open-ended question that is potentially ambiguous']
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.3747212226002501,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']"
How can you find out if a person has childhood traumas?,0.4045242880193067,['Open-ended question that is potentially ambiguous']
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.5728522286496336,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
What could be the possible cause of dementia?,0.32298621186867615,['Summarization of information on a topic']
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.022631440708745714,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.47213235212513704,['Directed question that has a single unambiguous answer']
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.6229300915786525,['Summarization of information on a topic']
Is a microprocessor controlled foot worth it?,0.47001796754773634,['Request for opinion on a topic']
What is the most efficient way to handle local falls pathways? ,0.4227461021884059,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
Can we give paracetamol to a cat?,0.40107965897981895,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.5234114053703116,['Request for a list of resources where one can find more information']
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.7028363040220706,['Open-ended question that is potentially ambiguous']
What is the best most varied option for elective placement? ,0.43790934268283527,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
What is the perfect solution for an unhealthy family life? ,0.3816220332501018,['Directed question that has a single unambiguous answer']
How can I support caring for those experiencing malnutrition in the community? ,0.46861837904323445,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.202951563695464,['Request for a list of resources where one can find more information']
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.029372247141793466,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What is the best material for insoles?,0.21858034025517586,['Directed question that has a single unambiguous answer']
Can a diabetic person take medical products with any kind of sucrose?,0.5136214115537334,['Directed question that has a single unambiguous answer']
What should be the first response to an epilectic seizure?,0.5040218664505574,['Advice or suggestions on how to approach a problem']
Can low mobility amputeed benefit from a microprocessor controled knee?,0.387528445655808,['Request for a list of resources where one can find more information']
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.19460553715984627,['Directed question that has a single unambiguous answer']
Do I need to fast to have a CT scan? And how about a MRI scan?,0.23415801650629017,['Directed question that has a single unambiguous answer']
Why do pregnant women often suffer from iron deficiency?,0.6349998487025288,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']"
What is the physiopathology of asthma? ,0.7034436522145919,['Open-ended question that is potentially ambiguous']
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.6690873541391983,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.4487437052344479,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.541996098996257,['Directed question that has a single unambiguous answer']
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.7853578999388042,['Directed question that has a single unambiguous answer']
What are the intervention strategies to recommend for people with hypertension?,0.50379954342431,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.53695344697531,['Advice or suggestions on how to approach a problem']
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.492146461927089,['Advice or suggestions on how to approach a problem']
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.3410687866141764,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']"
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.3166813967388478,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.014837215777453247,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.5660624100525121,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.4645219903723662,['Directed question that has a single unambiguous answer']
Where can I find more information about asthma treatment?,0.26630230259733945,['Request for a list of resources where one can find more information']
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.3200306588096773,['Directed question that has a single unambiguous answer']
What information is currently available on the prognosis of angiosarcomas?,0.36990035759270856,['Summarization of information on a topic']
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.41314552628709,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.3635556871781131,['Summarization of information on a topic']
What is the treatment for a perianal abscess?,0.45172550617650803,['Directed question that has a single unambiguous answer']
At what age kids can make a three block tower? ,0.15312858329780432,['Directed question that has a single unambiguous answer']
"In mexico, what is the official definition of a disability (discapacity)?",0.4820797388461277,['Directed question that has a single unambiguous answer']
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.5065018333168553,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Do you think metformin causes a vitamin B deficiency?,0.5103498952221868,['Request for opinion on a topic']
What is the difference between concomitant medication and past drugs?,0.46389084871743264,['Directed question that has a single unambiguous answer']
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.6014771945615569,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.5983437870277878,['Open-ended question that is potentially ambiguous']
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.6128565642328316,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.30696524601314656,['Request for a list of resources where one can find more information']
What are the possible causes of pleural effusion in a 56yo patient?,0.31629258287873596,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']"
How does medications affect the absorption and availability of nutrients in the human body?,0.629133862501547,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
What is the mechanism in what tacrolimus acts? ,0.5345684042020091,['Directed question that has a single unambiguous answer']
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.4471986159255773,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.39920075830583085,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']"
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.4486041413270967,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.3566864317871774,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.33500297306543386,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']"
What do you think about teenage pregnancy?,0.4476053503127341,['Request for opinion on a topic']
How much blood is inside a human body?,0.5359413793599428,['Directed question that has a single unambiguous answer']
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.5883881235953439,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.3828762046203522,['Summarization of information on a topic']
When would you advise a patient for bypass instead of stenting and medical therapy?,0.48737252444591406,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']"
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.46738012663816897,['Summarization of information on a topic']
What are the benefits of using myocardial perfusion imaging prior to angio?,0.6273991112448535,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']"
Where can I get detailed protocols for microRNA analysis?,0.2669856084534093,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']"
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.5554275480809661,['Summarization of information on a topic']
What are common causes of iron deficiency?,0.44555273868819684,['Directed question that has a single unambiguous answer']
What are the first rank symptoms of schizophrenia?,0.31412519615375706,['Summarization of information on a topic']
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.5029460141429655,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.35460910866233036,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do bacterial infection predispose one to cancers?,0.4063916965048383,"['Directed question that has a single unambiguous answer', 'Request for opinion on a topic']"
How does automation in laboratories affect the final diagnosis produces?,0.36409792176479894,['Open-ended question that is potentially ambiguous']
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.19920462689196253,['Directed question that has a single unambiguous answer']
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.4087287138419327,['Advice or suggestions on how to approach a problem']
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.6670015480153625,['Request for a list of resources where one can find more information']
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.5160579164322355,['Question that describes a hypothetical scenario and asks a question based on this scenario']
List me 10 basic exercises for pulmonary rehabilitation.,0.02562553174335687,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.4033918304624432,['Request for a list of resources where one can find more information']
What would the best option of treatment for a resistent UTI?,0.44489791906526627,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.6077158723829413,['Directed question that has a single unambiguous answer']
What are the best antibiotics for a patient that is allergic to penicilins?,0.23327584831279746,['Directed question that has a single unambiguous answer']
What does the APGAR scale assess?,0.6221614819316089,['Directed question that has a single unambiguous answer']
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.23801106576220796,['Summarization of information on a topic']
Describe and justify your opinion about the morality of abortion.,0.5261642191097264,['Request for opinion on a topic']
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.2379844929674195,['Advice or suggestions on how to approach a problem']
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.38195737557169684,['Request for opinion on a topic']
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.5020444872165388,['Advice or suggestions on how to approach a problem']
What is the most expensive chemo drug used in the UK?,0.2926483547254104,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information']"
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.370982417156212,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the method of use for morphine?,0.5015963300782882,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
Is it suggested to conduct a head CT scan for every head trauma case?,0.4897862791756359,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
What's the treatment suggested for a four year old with head trauma?,0.5951431174247188,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
What's the best aproach on panic attack on pediatric patient?,0.3221181569079413,['Open-ended question that is potentially ambiguous']
Why would a child be removed from their parents care?,0.5305993307168473,['Open-ended question that is potentially ambiguous']
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.46087096889545154,['Question that describes a hypothetical scenario and asks a question based on this scenario']
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.4150563924059412,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can a person without one kidney take ibuprofen?,0.2398038504196565,['Directed question that has a single unambiguous answer']
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.23834210937250178,"['Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.4986230528068608,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.22771258577460884,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.4338124389544069,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.4465609136445543,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
What does EPRR stand for?,0.42113589132819584,['Open-ended question that is potentially ambiguous']
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.47506148072977566,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the ethical implications of increased non-invasive pre-natal testing?,0.4261313487272075,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']"
Why do people develop resistance to monoclonal anti-TNF therapies?,0.38607277723386896,['Summarization of information on a topic']
What is the clinical use of catecholamine measurement?,0.4975163389026348,['Directed question that has a single unambiguous answer']
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.4004776021217796,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.5803658575955774,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the worst case scenario for filler procedure?,0.3267828296137599,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are allergic reactions and what can you do about them?,0.4439485511513338,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.6136223107938328,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.7017033036811232,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.37488695295462815,['Question that describes a hypothetical scenario and asks a question based on this scenario']
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.5553713789281128,['Question that describes a hypothetical scenario and asks a question based on this scenario']
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.24001793221748474,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,0.49493778915109504,['Question that describes a hypothetical scenario and asks a question based on this scenario']
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.2890293698504171,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",0.29029673337572537,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.4083639335889266,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.2534469475231568,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the best treatment options for chest infection in patients with penicillin allergy?,0.25892427433313386,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
How would you approach a request to prescribe valproate in women of child bearing age?,0.5387532066070756,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",0.2652976028969935,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.4145967910684618,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.3926819536619247,['Open-ended question that is potentially ambiguous']
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,0.5725969817020209,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.2327766200063886,"['Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
How would you determine the most effective treatment in a resistant infection?,0.4925530880284964,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.6819446527713934,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.5507688788427937,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What first-line tests would you request for the management of sarcoidosis?,0.4430869997174578,['Summarization of information on a topic']
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",0.03410241784556249,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.4566240933663782,['Directed question that has a single unambiguous answer']
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.3861797300339635,['Advice or suggestions on how to approach a problem']
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.21701976936155665,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.550464579080927,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",0.27820467183031133,['Question that describes a hypothetical scenario and asks a question based on this scenario']
