Key,BERTScore,Question Type
What is the treatment for grade 2 prostate carcinoma?,0.6426098346710205,['Directed question that has a single unambiguous answer']
Is the difference in duties and responsibilities between nurses working in different states justifiable?,0.6039380431175232,['Request for opinion on a topic']
What is the prozone error and how does it affect the blood test?,0.6591008901596069,['Summarization of information on a topic']
What are the symptoms of a myocardial infarction?,0.6006255745887756,['Directed question that has a single unambiguous answer']
Is one's sphingolipid mileu a factor in psoriasis?,0.6983866095542908,['Open-ended question that is potentially ambiguous']
Why do some patients respond to one CGRP antagonist well but not another from the same medication class?,0.6378403902053833,['Open-ended question that is potentially ambiguous']
What is the difference between the migraine CGRP antagonists? ,0.5984795689582825,['Directed question that has a single unambiguous answer']
"If I have a patient who has chronic migraine and has failed all the available prophylactics' medications, what do I do?",0.5923147797584534,['Advice or suggestions on how to approach a problem']
What are the symptoms of an abdominal aortic aneurysm?,0.6334227323532104,['Summarization of information on a topic']
Do the medicines used for diabetes foot ulcer work?,0.6567699909210205,['Summarization of information on a topic']
What is the ICD-10 classification of severe depression without psychotic symptoms?,0.9396237134933472,['Directed question that has a single unambiguous answer']
How many cardiology subspecialties are there?,0.7202924489974976,['Directed question that has a single unambiguous answer']
Can you tell me what is the best way to get an informed consent?,0.6200746893882751,['Advice or suggestions on how to approach a problem']
"Gestational diabetes is a complex medical condition which can present in many ways during pregnancies, what makes an individual more likely to develop this in pregnancy?",0.5538310408592224,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
Which symptoms describes an autistic disorder?,0.6464624404907227,['Summarization of information on a topic']
How would you promote dignity and respect in care?,0.535059928894043,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
How do you manage a desmoplastic blue naevus?,0.6432390213012695,['Open-ended question that is potentially ambiguous']
Who should a patient be referred to if a bloodwork shows high protein levels in the blood?,0.5689969658851624,['Directed question that has a single unambiguous answer']
What is the best diet for general longevity?,0.6401458382606506,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
Why is the category of nurses in Italy little recognized unlike doctors?,0.6154118776321411,['Request for opinion on a topic']
At which gestation is the Nuchal screening offered routinely?,0.6121577024459839,['Directed question that has a single unambiguous answer']
Can an adhesive capsulitis develop from an osteoarthritic shoulder?,0.8946506977081299,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Why are left-handed people stronger using their right hand?,0.6457953453063965,['Open-ended question that is potentially ambiguous']
Is metamizol superior than other medications in treating osteoarthicular pain?,0.5665221214294434,['Open-ended question that is potentially ambiguous']
"I'm a 60 year old patient, with hypertension and obesity. How low should my LDL be?",0.5872699022293091,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the reliability of ABR testing for testing toxicity?,0.5334262251853943,['Summarization of information on a topic']
What is the recommended medication to prescribe for a first episode of psychosis?,0.6734600067138672,['Directed question that has a single unambiguous answer']
"How do you decide who to put in extra care or try to save, if you are under staffed and 3 people walk in with different injuries, a 10 year old with a head injury, 45 year old women bleeding internal and a 70 year old man with a broken hip?",0.6060604453086853,['Advice or suggestions on how to approach a problem']
What level of insurance should pharmacists working in prinary care get if they are not prescribers?,0.5360087156295776,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
What is the average salary for a biochemist in NYC?,0.7140275835990906,['Directed question that has a single unambiguous answer']
How would you be sure to provide discretion and adhere to dpi guidelines?,0.5308133959770203,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
What is the difference between a drug's pharmacokinetics and pharmacodynamics?,0.76199871301651,['Directed question that has a single unambiguous answer']
"A patient has presented with low mood, insomnia and anhedonia. Upon assessment they disclose other periods of heightened mood, impulsivity and reduced inhibitions.What are the possible diagnoses? ",0.5401889085769653,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What would be the symptoms for an urinary tract infection?,0.6774947643280029,['Summarization of information on a topic']
Should I use the AVUK strategies with my deaf patient?,0.5836670994758606,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the differences between Acute myeloid leukemia and Chronic myeloid leukemia?,0.6753788590431213,['Summarization of information on a topic']
What are the differences between professions about patients returning as volunteers?,0.5447028279304504,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do you tell the difference between adhesive capsulitis and an osteoarthritic shoulder?,0.6328284740447998,['Request for opinion on a topic']
Is rorshach test a good IQ measurement?,0.7121126651763916,['Directed question that has a single unambiguous answer']
What is the diagnosis? A patient was presented with the rush and their blood was grossly haemolysed.,0.27723610401153564,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can we ever eliminate all mental illness?,0.6331326365470886,['Open-ended question that is potentially ambiguous']
Please provide an approach to the management of a convulsing child.,0.582760751247406,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
What is the best type of epidemiological study to assess the causal association between a risk factor and a given disease?,0.5537890791893005,['Directed question that has a single unambiguous answer']
Is cancer curable?,0.5791338086128235,['Open-ended question that is potentially ambiguous']
What criteria would you use to ensure safe discharge of a child with bronchiolitis?,0.5206356644630432,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
"A 37-year old woman who lives alone has rheumatoid arthritis, affecting her grip. What meaningful activities might this impact and how could they be adapted?",0.5832328796386719,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the risks of inserting a nasogastric tube during a night shift?,0.5817222595214844,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What is the best biological agent for treatment of hidradenitis suppurativa having failed adalimumab?,0.6227476596832275,['Open-ended question that is potentially ambiguous']
"An 80-year-old man is admitted for a sudden episode of aphasia and right hemiparesis. As antecedents, hypertension stands out, well controlled with diet and cognitive deterioration in the last year under study by his neurologist. Emergency head CT showed a left frontal lobar hematoma without contrast enhancement. What is the most likely cause of the bruise?",0.4597890377044678,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']"
How can you find out if a person has childhood traumas?,0.6274475455284119,['Open-ended question that is potentially ambiguous']
Why some bacteria could cause deadly infections in some people while others can recover quickly?,0.6494213938713074,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
What could be the possible cause of dementia?,0.5493401288986206,['Summarization of information on a topic']
"Motor symptoms in Parkinson's disease predominate and define this entity. However, the symptoms in other spheres are sometimes very relevant and are called by the general name of ""Non-motor manifestations of Parkinson's disease"". Which of the following is considered a non-motor symptom of Parkinson's disease?",0.4061240255832672,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What percentage of Pseudomonas aeruginosa strains do not confer natural resistance to kanamycin?,0.8552551865577698,['Directed question that has a single unambiguous answer']
Tell me about the mechanisms of graft versus host disease (GVHD) in bone marrow transplant patients.,0.645553708076477,['Summarization of information on a topic']
Is a microprocessor controlled foot worth it?,0.6381406784057617,['Request for opinion on a topic']
What is the most efficient way to handle local falls pathways? ,0.594427764415741,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
Can we give paracetamol to a cat?,0.6160765290260315,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
Why do some antibiotic-resistance genes in bacteria also involved in metabolic metabolisms?,0.64119553565979,['Request for a list of resources where one can find more information']
What are the potential benefits and risks of using stem cells to treat haematological disorders?,0.6508337259292603,['Open-ended question that is potentially ambiguous']
What is the best most varied option for elective placement? ,0.6019123792648315,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
What is the perfect solution for an unhealthy family life? ,0.5982742309570312,['Directed question that has a single unambiguous answer']
How can I support caring for those experiencing malnutrition in the community? ,0.6147924661636353,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
Can you please provide a list of appropriate resources showing best practice in treatment of anxiety?,0.4186491370201111,['Request for a list of resources where one can find more information']
"A 40-year-old woman who consulted for approximately 20 episodes a day of intense, left periocular pain lasting 15 minutes, accompanied by intense tearing and runny nose. His scan and MRI are normal. What treatment of choice would it be?",0.4265076518058777,"['Directed question that has a single unambiguous answer', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What is the best material for insoles?,0.5599268674850464,['Directed question that has a single unambiguous answer']
Can a diabetic person take medical products with any kind of sucrose?,0.7281001210212708,['Directed question that has a single unambiguous answer']
What should be the first response to an epilectic seizure?,0.6358661651611328,['Advice or suggestions on how to approach a problem']
Can low mobility amputeed benefit from a microprocessor controled knee?,0.634811520576477,['Request for a list of resources where one can find more information']
Why should we give fludarabine and cytarabine 4 hours apart when giving these chemotherapy drugs to a patient?,0.5793124437332153,['Directed question that has a single unambiguous answer']
Do I need to fast to have a CT scan? And how about a MRI scan?,0.5500147938728333,['Directed question that has a single unambiguous answer']
Why do pregnant women often suffer from iron deficiency?,0.6395707130432129,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']"
What is the physiopathology of asthma? ,0.6689814925193787,['Open-ended question that is potentially ambiguous']
"What processes need to take place after a suspicious death of a patient who is a recovering heroin addict, where suicide is suspected?",0.6126258373260498,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Short right hand and short right leg of newborn and having one kidney at the time of birth what will be the root of this problem?,0.5888043642044067,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
How effective is cognitive behaviour therapy in the treatment of recovering opiate addicts?,0.6277738213539124,['Directed question that has a single unambiguous answer']
Why does the T wave on the EKG is a positive wave if it represents the repolarization of the ventricles?,0.6724348068237305,['Directed question that has a single unambiguous answer']
What are the intervention strategies to recommend for people with hypertension?,0.6623429656028748,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
A female patient presents in the ER with pain in the leg and trouble breathing. The patient had a 7-hour flight in the previous day. What is the most recommended course of action here?,0.6415185332298279,['Advice or suggestions on how to approach a problem']
What would be the best way to address a case of eating behavior disorder in the medical consultation?,0.6031644344329834,['Advice or suggestions on how to approach a problem']
"Dates can cure diabetes, then why do they also increase the blood sugar level? ",0.6258128881454468,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for opinion on a topic']"
"Where can a client go for help if they find themselves addicted to crack cocaine, are being physically abused by their dealer and have recently become homeless?",0.5391527414321899,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the time to detect a tromboembolism in CT scan after contrast injection?,0.3272726237773895,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
"DNA diseases in newborns are increasing, what could be the cause of it? ",0.628832221031189,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
"In the mexican labour law, what is the maximum level of alcohol allowed a person can have in the blood while working?",0.5796133279800415,['Directed question that has a single unambiguous answer']
Where can I find more information about asthma treatment?,0.5440875291824341,['Request for a list of resources where one can find more information']
"A male, 30 years-old, referred to the ER after his oncologist noted a rash that appeared three months after the patient started chemotherapy for colon cancer. The patient has a rash that is painful and on the right side of the thorax. What is the most likely diagnosis?",0.5066151022911072,['Directed question that has a single unambiguous answer']
What information is currently available on the prognosis of angiosarcomas?,0.6336640119552612,['Summarization of information on a topic']
When does it changes from being a Stevens Johnson's Syndrome to a toxic epidermal necrolysis?,0.6248463988304138,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
"A patient with community-acquired pneumonia, without any alarm signs, CURB-65 of 0. He refers he has had an allergic reaction to penicillin and macrolids in the past. What are the available options for antibiotherapy in this patient?",0.6641058325767517,['Summarization of information on a topic']
What is the treatment for a perianal abscess?,0.6577902436256409,['Directed question that has a single unambiguous answer']
At what age kids can make a three block tower? ,0.5313565731048584,['Directed question that has a single unambiguous answer']
"In mexico, what is the official definition of a disability (discapacity)?",0.6311123967170715,['Directed question that has a single unambiguous answer']
"My company, located in Coahuila,  Mexico has 3 processesthat cause emissions to atmosphere. Can I direct those emissions in 1 single chimney or do I need 3 chimneys? What does the law requires?",0.6066026091575623,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Do you think metformin causes a vitamin B deficiency?,0.722019612789154,['Request for opinion on a topic']
What is the difference between concomitant medication and past drugs?,0.605496883392334,['Directed question that has a single unambiguous answer']
Does pulsed fluoroscopy has more radiation than continuous fluoroscopy?,0.7331904172897339,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
What kind of endpoints are preffered in phase 3 of a clinical trial?,0.6621366739273071,['Open-ended question that is potentially ambiguous']
Can you estimate the impact of switching elderly patients to a drug classified by STOPP criteria?,0.6609106063842773,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Where can I learn about the etiology of high blood preassure on the majority of the cases?,0.5175032615661621,['Request for a list of resources where one can find more information']
What are the possible causes of pleural effusion in a 56yo patient?,0.5899032950401306,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']"
How does medications affect the absorption and availability of nutrients in the human body?,0.6792356371879578,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
What is the mechanism in what tacrolimus acts? ,0.7107651829719543,['Directed question that has a single unambiguous answer']
"In the case of active pyoderma gangrenosum and associated active myeloma with pancytopenia, what approaches could you take when treating? Would there be any benefit in treating one before the other?",0.6088321805000305,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the lessons we could learn from the different ways hospitals globally mitigated the inpatient spread of Covid 19? Could you summarise the available literature?,0.5851143002510071,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information']"
Why would a 26 year old female have chronically low cortisol despite already having a cortisol infusion running?,0.6869535446166992,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
"Suppose a patient is complaining of foul smelling vaginal discharge and burning urination, what is the patient suffering from?",0.6088950634002686,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the different ways to protect oneself from getting infected with the Covid-19 vaccine?,0.555065393447876,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information']"
What do you think about teenage pregnancy?,0.575110137462616,['Request for opinion on a topic']
How much blood is inside a human body?,0.6622578501701355,['Directed question that has a single unambiguous answer']
A family walks in a hospital with different symptoms claiming to suspect TB because of living conditions. What is the first response as the medical team?,0.6073473691940308,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"With the brain mainly known for its function as to think, what does the brain do besides think?",0.536849856376648,['Summarization of information on a topic']
When would you advise a patient for bypass instead of stenting and medical therapy?,0.6679688096046448,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']"
Define the reasons an exercise stress test would be beneficial to a patient post PCI.,0.6452153325080872,['Summarization of information on a topic']
What are the benefits of using myocardial perfusion imaging prior to angio?,0.6764001846313477,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']"
Where can I get detailed protocols for microRNA analysis?,0.5539929270744324,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']"
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.7050260901451111,['Summarization of information on a topic']
What are common causes of iron deficiency?,0.6639103889465332,['Directed question that has a single unambiguous answer']
What are the first rank symptoms of schizophrenia?,0.5453112721443176,['Summarization of information on a topic']
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",0.5624332427978516,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.5645484328269958,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do bacterial infection predispose one to cancers?,0.540730893611908,"['Directed question that has a single unambiguous answer', 'Request for opinion on a topic']"
How does automation in laboratories affect the final diagnosis produces?,0.5753635168075562,['Open-ended question that is potentially ambiguous']
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.46142083406448364,['Directed question that has a single unambiguous answer']
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.5785883069038391,['Advice or suggestions on how to approach a problem']
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.6706686615943909,['Request for a list of resources where one can find more information']
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.5774676203727722,['Question that describes a hypothetical scenario and asks a question based on this scenario']
List me 10 basic exercises for pulmonary rehabilitation.,0.4204035997390747,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem']"
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.6318742632865906,['Request for a list of resources where one can find more information']
What would the best option of treatment for a resistent UTI?,0.5855963826179504,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.6712710857391357,['Directed question that has a single unambiguous answer']
What are the best antibiotics for a patient that is allergic to penicilins?,0.6063395738601685,['Directed question that has a single unambiguous answer']
What does the APGAR scale assess?,0.7258574366569519,['Directed question that has a single unambiguous answer']
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.5854122042655945,['Summarization of information on a topic']
Describe and justify your opinion about the morality of abortion.,0.5516370534896851,['Request for opinion on a topic']
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.5010110139846802,['Advice or suggestions on how to approach a problem']
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.5653740763664246,['Request for opinion on a topic']
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.6170580983161926,['Advice or suggestions on how to approach a problem']
What is the most expensive chemo drug used in the UK?,0.46698707342147827,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Request for a list of resources where one can find more information']"
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.47149553894996643,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the method of use for morphine?,0.6117507219314575,"['Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
Is it suggested to conduct a head CT scan for every head trauma case?,0.558851957321167,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
What's the treatment suggested for a four year old with head trauma?,0.6369049549102783,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous']"
What's the best aproach on panic attack on pediatric patient?,0.5226474404335022,['Open-ended question that is potentially ambiguous']
Why would a child be removed from their parents care?,0.6356253623962402,['Open-ended question that is potentially ambiguous']
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.5886098742485046,['Question that describes a hypothetical scenario and asks a question based on this scenario']
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.5805410146713257,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can a person without one kidney take ibuprofen?,0.6111437082290649,['Directed question that has a single unambiguous answer']
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.5010156631469727,"['Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.5298810005187988,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.6086897253990173,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.5502093434333801,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic']"
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.6164665222167969,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
What does EPRR stand for?,0.6945231556892395,['Open-ended question that is potentially ambiguous']
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.6555627584457397,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What are the ethical implications of increased non-invasive pre-natal testing?,0.5952430963516235,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Request for opinion on a topic']"
Why do people develop resistance to monoclonal anti-TNF therapies?,0.635352373123169,['Summarization of information on a topic']
What is the clinical use of catecholamine measurement?,0.6745561957359314,['Directed question that has a single unambiguous answer']
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.5660606622695923,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.6324801445007324,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the worst case scenario for filler procedure?,0.6404196619987488,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are allergic reactions and what can you do about them?,0.6585097908973694,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.6063573360443115,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.6684213280677795,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.568146824836731,['Question that describes a hypothetical scenario and asks a question based on this scenario']
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.6459916830062866,['Question that describes a hypothetical scenario and asks a question based on this scenario']
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.48941606283187866,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,0.576587438583374,['Question that describes a hypothetical scenario and asks a question based on this scenario']
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.653203010559082,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",0.5376376509666443,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.6354446411132812,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.4962269961833954,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the best treatment options for chest infection in patients with penicillin allergy?,0.5747496485710144,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
How would you approach a request to prescribe valproate in women of child bearing age?,0.5893640518188477,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",0.5083689093589783,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.5380950570106506,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.596946120262146,['Open-ended question that is potentially ambiguous']
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,0.5172745585441589,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.5881919860839844,"['Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
How would you determine the most effective treatment in a resistant infection?,0.5917091965675354,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.6812732219696045,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.6341282725334167,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What first-line tests would you request for the management of sarcoidosis?,0.6852850317955017,['Summarization of information on a topic']
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",0.4908848702907562,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.6668526530265808,['Directed question that has a single unambiguous answer']
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.6635875105857849,['Advice or suggestions on how to approach a problem']
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.5243740677833557,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.6159446239471436,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",0.48320984840393066,['Question that describes a hypothetical scenario and asks a question based on this scenario']
