Key,Cosine Similarity
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.2916407172386418
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.2824296258416944
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.5749900971468388
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.44351158992442274
List me 10 basic exercises for pulmonary rehabilitation.,0.16322043226851704
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.1883198307879606
What would the best option of treatment for a resistent UTI?,0.3019736348570924
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.627464291575155
What are the best antibiotics for a patient that is allergic to penicilins?,0.24350618616815617
What does the APGAR scale assess?,0.5149016163772602
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.5533548293701755
Describe and justify your opinion about the morality of abortion.,0.5230554194212507
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.03436021506906744
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.3757661267828988
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.3131097261853942
What is the most expensive chemo drug used in the UK?,0.32197549362533506
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.2941150178951595
What is the method of use for morphine?,0.2555063764985429
Is it suggested to conduct a head CT scan for every head trauma case?,0.5533065975671894
What's the treatment suggested for a four year old with head trauma?,0.46020627462568964
What's the best aproach on panic attack on pediatric patient?,0.2681515454898409
Why would a child be removed from their parents care?,0.402976045434161
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.331947450749819
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.2832366022191756
Can a person without one kidney take ibuprofen?,0.40536408861113266
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.3055955818678119
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.4217332839971492
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.46518716513171626
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.5266754963159649
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.38775785274135444
What does EPRR stand for?,0.2202881505618297
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.32507528504813865
What are the ethical implications of increased non-invasive pre-natal testing?,0.599557452557532
Why do people develop resistance to monoclonal anti-TNF therapies?,0.523813420729831
What is the clinical use of catecholamine measurement?,0.33773993203919533
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.21088597872698556
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.2757711459852424
What is the worst case scenario for filler procedure?,0.33326169313958004
What are allergic reactions and what can you do about them?,0.44269076090819515
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.37486354725847126
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.5541803185899787
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.26539119552065865
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.23886688123764982
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.36428907456392806
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,0.43153095638235633
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.2887263288785162
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",0.31578238514613205
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.47882295143548664
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.23484193315004664
What are the best treatment options for chest infection in patients with penicillin allergy?,0.2203659982232395
How would you approach a request to prescribe valproate in women of child bearing age?,0.5437822199867205
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",0.32137673357903895
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.42885812716267413
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.3643408346572553
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,0.42124313840697963
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.3495573542657733
How would you determine the most effective treatment in a resistant infection?,0.3322554679006401
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.6184178188013876
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.2744432790743849
What first-line tests would you request for the management of sarcoidosis?,0.23514249710168228
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",0.19523854245288536
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.5174515789775668
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.3164275358957507
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.6582983451608226
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.4893834413173944
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",0.4054374468100804
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.3023554420128486
"If a child can't say the 's' sound, can that be changed?",0.38351790046645695
"If a child isn't speaking by the time they are 3, will they ever speak?",0.2474827056246296
What are modifiable risk factors for breast cancer?,0.3441311170807334
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.1980051712634772
What type of genu valgum is normal?,0.2700002233521581
Explain how kinesiology tape reduces swelling.,0.1497811507233273
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.5390558255823761
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",0.47986092338949116
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.5267038587288566
How do I say no to treating a patient?,0.12015838375671803
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.45729405493605046
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",0.3789207705381728
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,0.4255563774149149
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",0.2832266772131116
Would we be healthier if we switched from a reactive healthcare system to preventative?,0.4005300565751533
What potential problems could arise if we rely more on gene therapy with our current regulations?,0.6310704280051256
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,0.4249009416283618
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.5279444817035147
What is an EHCP?,0.5341043352793758
What is Developmental Language Disorder?,0.4306536906372218
How do you work with resistance in psychotherapy?,0.2967885565609686
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.3169926427524459
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,0.44965740965709944
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.3579738332049292
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",0.2745663724172646
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",0.2551121849367247
What should I do in the event I am attacked by a young person in care?,0.16249446242297697
What restrictions are there in fostering?,0.5182755082891446
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.24454413194412675
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",0.4321906053407176
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,0.4960693241594806
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,0.5083738002331666
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",0.37064778604840304
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",0.3821332649192466
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.48757992347726387
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.5352982112036856
How can I perform lung function testing without putting strain or discomfort on the patient?,0.2547682444313551
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,0.4480282345338562
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",0.5389522387941855
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,0.21238190299882254
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.579403895726352
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,0.7161652388290132
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.603158106434717
How can we determine which artery is blocked in an AMI using an EKG?,0.5811235338191816
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.7202875551249419
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.5062867167923389
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.7284481995141248
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,0.4989199695997501
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.48837397480832134
How can you understand the mind of a politician while his speech?,0.4458922180027339
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.5823191705324753
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",0.5695980178734866
How can we support people through addiction and homelessness?,0.3663332735216336
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",0.3410219581470381
What is the best type of socket for a diabetic amputee?,0.34035213544684684
What is the best kind of suspension for an amputee?,0.5296386031858882
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",0.12433561235968282
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",0.432527024027297
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.529908127253266
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",0.43505850231044363
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.4696354114113591
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,0.6360939760430625
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",0.34806493002917016
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",0.5565423812445272
What's the best test for screening of diabetes mellitus type 2?,0.40212724967441793
Is serum antibody related to hashimoto's thiroiditis?,0.3872985053262572
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.08629841781983001
Do cavities have a genetic cause?,0.29485989088051057
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,0.5038140814773957
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,0.31144259519213147
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",0.3405694030949369
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",0.419052049957535
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.5557360243469807
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.46297290804699504
What are auer rods? ,0.13419930511695974
What's the difference between lymphocytic and myeloid leukemia? ,0.511901769112574
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,0.34125642819004176
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,0.09914119337468662
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",0.618006999743055
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",0.3543720303102019
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",0.3056484493179454
What are the steps in a cranial nerve exam?,0.4933469810584254
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.5172854125116435
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.6828013792450665
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",0.3997828973818075
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,0.13683106198223033
Can babies under 3 take lactulose?,0.38166175924732865
With hypertension can you take oral anti inflammatory?,0.41649295690670046
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.3447557171236615
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",0.5381409178741254
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",0.5012615363045416
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.4976841364273303
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.3888196290787246
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,0.41735217684052844
How can we prevent the next pandemic?,0.34680255821166095
How can one effectively manage a clinic and also ensure top notch patient care?,0.580505263742954
How would you deal with a situation where you are being threatened physically?,0.3717763549883979
How do you plan on providing the best care possible without being unprofessional?,0.2777418400121658
What type of health supplies require approbation?,0.4074727925289741
To what extent should there be regulations of medical devices?,0.2888798659080434
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",0.43376651680174594
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.5478294775043961
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",0.1974250500821947
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.46057064929859387
What is the average human body temperature?,0.5844467518213496
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",0.41078019537229354
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,0.15743243773618287
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.4370053476148912
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.33896621279704914
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",0.1914942618196397
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,0.297339963662917
Can you provide a list of all the different ADR classifications?,0.09304164992012787
Why do people become addicted to heroin?,0.3958787107648573
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,0.3025651097119427
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",0.4260625944605515
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.2590347040146344
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.3404397170406906
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",0.44091093073389326
How would you help a mom with her breast feeding fatigue?,0.45909706232911685
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",0.4304291624685094
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,0.7318909468089734
"Suppose a patient has recently undergone orthodontic treatment to straighten their teeth, but they are still experiencing bite problems and jaw pain. The patient is interested in exploring options for addressing these issues, but they are hesitant about undergoing further treatment. What are the potential causes of these symptoms, and what non-surgical options are available for addressing them?",0.34615385389824543
"A 21-year-old woman is going to undergo chemotherapy. The doctors do not assure that if she recovers she will be able to continue to be fertile, she may even have her uterus and ovaries removed. The woman does not have a steady partner now, but she communicates her desire to become a mother in the future. What can she do to preserve her fertility? ",0.11606851745580013
