Key,BERTScore
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.4875762164592743
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.5987999439239502
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.7533195614814758
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.6107977628707886
List me 10 basic exercises for pulmonary rehabilitation.,0.4606287181377411
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.6632295846939087
What would the best option of treatment for a resistent UTI?,0.5706520080566406
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.6421963572502136
What are the best antibiotics for a patient that is allergic to penicilins?,0.6811461448669434
What does the APGAR scale assess?,0.665302574634552
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.6698859333992004
Describe and justify your opinion about the morality of abortion.,0.5807116031646729
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.4786731004714966
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.5514573454856873
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.5728440284729004
What is the most expensive chemo drug used in the UK?,0.4721587002277374
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.5587759017944336
What is the method of use for morphine?,0.5484748482704163
Is it suggested to conduct a head CT scan for every head trauma case?,0.5894182324409485
What's the treatment suggested for a four year old with head trauma?,0.6432397961616516
What's the best aproach on panic attack on pediatric patient?,0.5424764752388
Why would a child be removed from their parents care?,0.6536698937416077
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.5832427144050598
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.575329601764679
Can a person without one kidney take ibuprofen?,0.6252526640892029
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.6243000626564026
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.5112274885177612
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.6061977744102478
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.6522207260131836
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.6331687569618225
What does EPRR stand for?,0.8280962705612183
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.5947144031524658
What are the ethical implications of increased non-invasive pre-natal testing?,0.5843438506126404
Why do people develop resistance to monoclonal anti-TNF therapies?,0.6787301301956177
What is the clinical use of catecholamine measurement?,0.6561939120292664
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.6842584609985352
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.6490523815155029
What is the worst case scenario for filler procedure?,0.6384623050689697
What are allergic reactions and what can you do about them?,0.6638039350509644
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.5211551785469055
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.5995702147483826
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.6202558279037476
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.6391459107398987
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.5437970161437988
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,0.5572548508644104
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.5951101779937744
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",0.5543243288993835
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.6726060509681702
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.5523616075515747
What are the best treatment options for chest infection in patients with penicillin allergy?,0.5489487051963806
How would you approach a request to prescribe valproate in women of child bearing age?,0.6000906229019165
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",0.5257328748703003
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.5428029894828796
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.5018686056137085
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,0.5217013359069824
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.5685522556304932
How would you determine the most effective treatment in a resistant infection?,0.5722837448120117
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.6967265009880066
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.6157290935516357
What first-line tests would you request for the management of sarcoidosis?,0.686270534992218
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",0.5313048362731934
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.7259384393692017
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.6140037178993225
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.6288837790489197
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.6105573773384094
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",0.5943106412887573
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.7277556657791138
"If a child can't say the 's' sound, can that be changed?",0.6992369294166565
"If a child isn't speaking by the time they are 3, will they ever speak?",0.6647377610206604
What are modifiable risk factors for breast cancer?,0.5410664677619934
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.5817362666130066
What type of genu valgum is normal?,0.6551072597503662
Explain how kinesiology tape reduces swelling.,0.6932682991027832
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.7195578813552856
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",0.5819170475006104
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.4928749203681946
How do I say no to treating a patient?,0.6234274506568909
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.6693617701530457
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",0.6872645020484924
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,0.6613844037055969
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",0.626763641834259
Would we be healthier if we switched from a reactive healthcare system to preventative?,0.6859099864959717
What potential problems could arise if we rely more on gene therapy with our current regulations?,0.5600039958953857
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,0.6235633492469788
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.5853147506713867
What is an EHCP?,0.6803950667381287
What is Developmental Language Disorder?,0.6844009160995483
How do you work with resistance in psychotherapy?,0.5768308043479919
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.6258293986320496
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,0.6831831932067871
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.6186708211898804
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",0.6506016850471497
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",0.5776050090789795
What should I do in the event I am attacked by a young person in care?,0.5107986927032471
What restrictions are there in fostering?,0.6486379504203796
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.5718914270401001
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",0.5537235140800476
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,0.6052243113517761
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,0.5949370861053467
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",0.6514375805854797
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",0.6692883968353271
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.6071914434432983
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.5837132334709167
How can I perform lung function testing without putting strain or discomfort on the patient?,0.5357118248939514
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,0.543720543384552
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",0.6705312132835388
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,0.620037853717804
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.670211911201477
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,0.6589890122413635
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.6569408774375916
How can we determine which artery is blocked in an AMI using an EKG?,0.6072724461555481
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.5825364589691162
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.5399227738380432
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.6768595576286316
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,0.6319479942321777
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.6199265718460083
How can you understand the mind of a politician while his speech?,0.607893168926239
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.7034278512001038
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",0.6663095951080322
How can we support people through addiction and homelessness?,0.5796414613723755
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",0.5830361843109131
What is the best type of socket for a diabetic amputee?,0.6460923552513123
What is the best kind of suspension for an amputee?,0.6617820262908936
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",0.6426483988761902
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",0.6580410003662109
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.6221122741699219
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",0.6197640299797058
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.6883996725082397
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,0.6535432934761047
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",0.5941093564033508
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",0.5688939094543457
What's the best test for screening of diabetes mellitus type 2?,0.7268461585044861
Is serum antibody related to hashimoto's thiroiditis?,0.6372959017753601
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.5425907969474792
Do cavities have a genetic cause?,0.6900150775909424
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,0.594475269317627
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,0.6199532747268677
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",0.6976434588432312
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",0.5912595987319946
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.6182723045349121
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.6193376779556274
What are auer rods? ,0.6267684698104858
What's the difference between lymphocytic and myeloid leukemia? ,0.671389102935791
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,0.5558822751045227
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,0.5753610134124756
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",0.6575744152069092
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",0.5604368448257446
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",0.6312370300292969
What are the steps in a cranial nerve exam?,0.5553962588310242
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.6228183507919312
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.6809394359588623
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",0.653948187828064
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,0.5416910648345947
Can babies under 3 take lactulose?,0.6395186185836792
With hypertension can you take oral anti inflammatory?,0.6403749585151672
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.6382718086242676
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",0.6297163367271423
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",0.6113921403884888
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.6009493470191956
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.7249738574028015
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,0.52312833070755
How can we prevent the next pandemic?,0.5426586866378784
How can one effectively manage a clinic and also ensure top notch patient care?,0.5700556039810181
How would you deal with a situation where you are being threatened physically?,0.61078941822052
How do you plan on providing the best care possible without being unprofessional?,0.5848943591117859
What type of health supplies require approbation?,0.7307770848274231
To what extent should there be regulations of medical devices?,0.505713701248169
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",0.5771077275276184
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.5556284785270691
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",0.5610073804855347
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.717743992805481
What is the average human body temperature?,0.7214489579200745
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",0.5239300727844238
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,0.5674993991851807
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.6930379271507263
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.5029569268226624
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",0.6538896560668945
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,0.5355321764945984
Can you provide a list of all the different ADR classifications?,0.4055253565311432
Why do people become addicted to heroin?,0.6258732676506042
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,0.5512590408325195
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",0.5145995616912842
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.5388062596321106
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.6009330749511719
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",0.6876540780067444
How would you help a mom with her breast feeding fatigue?,0.6499399542808533
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",0.5852828025817871
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,0.5950307250022888
"Suppose a patient has recently undergone orthodontic treatment to straighten their teeth, but they are still experiencing bite problems and jaw pain. The patient is interested in exploring options for addressing these issues, but they are hesitant about undergoing further treatment. What are the potential causes of these symptoms, and what non-surgical options are available for addressing them?",0.5935415029525757
"A 21-year-old woman is going to undergo chemotherapy. The doctors do not assure that if she recovers she will be able to continue to be fertile, she may even have her uterus and ovaries removed. The woman does not have a steady partner now, but she communicates her desire to become a mother in the future. What can she do to preserve her fertility? ",0.6890519857406616
