Key,Value
MicroRNAs are fairly new with a lot of conflicting findings reported across studies. What is the clinical feasibility of adopting microRNAs as biomarkers for disease diagnosis and prognosis?,0.06011201516229429
What are common causes of iron deficiency?,0.05532024720877961
What are the first rank symptoms of schizophrenia?,9.366613944489684e-79
"A 65 year old patient with severe depression becomes mute. Their oral intake and functioning deteriorates markedly, and their depression appears to be treatment resistant. What treatment would you recommend in this scenario?",3.1490954554567825e-155
"A 25 year old male is 6 months into their recovery journey post-psychotic episode. They are lethargic and motivated, and appear to be presenting with negative symptoms of psychosis. What treatment would you recommend in this instance?",0.024005284390763146
How do bacterial infection predispose one to cancers?,1.2412595201486845e-78
How does automation in laboratories affect the final diagnosis produces?,6.20005576435723e-79
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",2.135639655544596e-155
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.09686777260994966
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.05463915566871737
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,9.638885282574554e-79
List me 10 basic exercises for pulmonary rehabilitation.,3.199282683874484e-155
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.0830711437349762
What would the best option of treatment for a resistent UTI?,1.0012141823833171e-78
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.04156251297043148
What are the best antibiotics for a patient that is allergic to penicilins?,0.018516510735126886
What does the APGAR scale assess?,4.245471931710891e-155
Briefly list what contributions Antoine Lavoisiere provided to surgery.,9.210398002079479e-79
Describe and justify your opinion about the morality of abortion.,0.02262398533472317
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,2.022200462663438e-232
I would like your opinion on acceptance and commitment therapy for personality disorders.,1.6549771953773346e-78
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.052222869759544356
What is the most expensive chemo drug used in the UK?,3.639982069713892e-155
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",2.2909797706716063e-155
What is the method of use for morphine?,0.017540036063771774
Is it suggested to conduct a head CT scan for every head trauma case?,0.06040117272844235
What's the treatment suggested for a four year old with head trauma?,0.03540725468033865
What's the best aproach on panic attack on pediatric patient?,0.016143747184912415
Why would a child be removed from their parents care?,0.0658347884514222
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",1.968950169081861e-155
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.020431580117599234
Can a person without one kidney take ibuprofen?,1.227430776921395e-78
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.019299249293830235
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,4.8761396608155793e-79
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.035963355414315605
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",6.749946479699968e-79
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",3.301754425253882e-155
What does EPRR stand for?,1.7247300931345835e-78
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.0935268834157805
What are the ethical implications of increased non-invasive pre-natal testing?,0.03497799650734242
Why do people develop resistance to monoclonal anti-TNF therapies?,8.12297318061981e-79
What is the clinical use of catecholamine measurement?,3.248730377870139e-155
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",1.2491285035147514e-78
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.03598611583761591
What is the worst case scenario for filler procedure?,1.3147476080054785e-78
What are allergic reactions and what can you do about them?,0.059279932725406825
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.051294193409802506
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.026397121233333095
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.046896003191442
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,7.325959233311055e-79
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.06398036774794721
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,8.449905047288481e-79
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.03977892655243078
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",1.0629621913969657e-78
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.046997815250732385
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.012998897153182146
What are the best treatment options for chest infection in patients with penicillin allergy?,9.087078449262944e-79
How would you approach a request to prescribe valproate in women of child bearing age?,2.996742036357914e-79
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",5.868222334897075e-79
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.029441093008491237
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.054266068770005026
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,1.0142849878283196e-78
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.05454553650737709
How would you determine the most effective treatment in a resistant infection?,0.10179370871672228
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",9.170483739306363e-79
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",6.43826011795915e-79
What first-line tests would you request for the management of sarcoidosis?,2.6704468415851023e-155
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",2.784135787330768e-155
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.13449322653372958
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.20262950651126987
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.05941954245107334
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,7.147498139522274e-79
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",1.4305033964486249e-78
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.21851281865799657
"If a child can't say the 's' sound, can that be changed?",0.053958260666332476
"If a child isn't speaking by the time they are 3, will they ever speak?",0.07773813278690732
What are modifiable risk factors for breast cancer?,0.05882888535387299
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.05230234537403753
What type of genu valgum is normal?,0.0915923047523858
Explain how kinesiology tape reduces swelling.,0.041772146452116
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.29009846236933906
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",7.373021240598104e-79
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.0370553970791641
How do I say no to treating a patient?,0.09146079098314738
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.12480162222800105
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",2.6117091123977823e-155
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,0.033892080422627965
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",1.0098716933830958e-78
Would we be healthier if we switched from a reactive healthcare system to preventative?,9.858449001719194e-79
What potential problems could arise if we rely more on gene therapy with our current regulations?,6.452038733341738e-79
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,1.8188277290311434e-155
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.029562771199246586
What is an EHCP?,3.277614654059411e-155
What is Developmental Language Disorder?,0.06329172400180912
How do you work with resistance in psychotherapy?,2.6517744597115435e-155
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.021196097384656262
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,1.476153650604852e-78
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.04007445422503206
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",3.7868721392381295e-155
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",0.028440562746905103
What should I do in the event I am attacked by a young person in care?,0.17121949783035492
What restrictions are there in fostering?,5.714644153679349e-79
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.03616613103724688
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",3.535433256571827e-155
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,6.946044092941321e-79
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,0.03011180558259229
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",7.833043454704298e-79
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",5.203684330918391e-79
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.050249467642151054
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.06080132076178799
How can I perform lung function testing without putting strain or discomfort on the patient?,0.12121621070219306
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,7.287278629502549e-79
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",4.593294843808962e-155
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,8.396889534777227e-79
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.04084539075902649
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,8.727275605468481e-79
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.07980539701637121
How can we determine which artery is blocked in an AMI using an EKG?,0.037545350210830386
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.012269177186656268
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.04428169631175875
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.0619237667986695
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,3.742416697117378e-155
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.025670613164485254
How can you understand the mind of a politician while his speech?,2.1367454887464844e-155
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.055088431910898225
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",3.574220450116369e-155
How can we support people through addiction and homelessness?,7.121138803999204e-79
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",1.815346703069669e-155
What is the best type of socket for a diabetic amputee?,3.3553602554561567e-155
What is the best kind of suspension for an amputee?,0.037714989359604906
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",9.808928824281052e-232
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",6.709237460203354e-79
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.046932526359076285
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",1.2968823512037168e-78
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.10903931692423613
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,2.5304364548073837e-155
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",9.594503055152632e-232
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",5.023654709310092e-79
What's the best test for screening of diabetes mellitus type 2?,0.08228422927148245
Is serum antibody related to hashimoto's thiroiditis?,6.538535094403456e-79
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.041569108855844944
Do cavities have a genetic cause?,0.026284543890208012
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,2.1016998971350316e-155
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,4.4417061794797757e-79
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",3.2557669559233496e-155
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",7.304753900161817e-79
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.09098761063063435
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.054290087521567575
What are auer rods? ,1.1073885460269312e-78
What's the difference between lymphocytic and myeloid leukemia? ,0.06635178959899014
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,8.804363503668162e-232
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,8.005730954603009e-232
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",0.07012004328148978
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",1.975360502040727e-155
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",0.040242346733610844
What are the steps in a cranial nerve exam?,0.018895059496106623
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.07288268831614718
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.022279725074574503
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",4.1110399151362835e-155
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,3.5930362724536327e-155
Can babies under 3 take lactulose?,0.06823265437250114
With hypertension can you take oral anti inflammatory?,0.09572096849087523
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.04515126836687638
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",4.801881892181699e-155
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",1.9614805462995086e-155
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.029670202707230548
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.0492341552102328
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,4.520243330882904e-155
How can we prevent the next pandemic?,0.06066716501397806
How can one effectively manage a clinic and also ensure top notch patient care?,6.9271373434707e-79
How would you deal with a situation where you are being threatened physically?,0.03304193534978818
How do you plan on providing the best care possible without being unprofessional?,0.04395922960493513
What type of health supplies require approbation?,1.4337445667658664e-78
To what extent should there be regulations of medical devices?,8.836201654230089e-79
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",9.463030435548397e-79
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.07113829059222412
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",0.048519486250031205
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.13615021269200914
What is the average human body temperature?,0.10624793541906813
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",9.966150368347767e-232
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,3.4630468477939763e-155
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.04778173150770066
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.07087831586122693
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",1.7152701034435016e-78
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,7.796045836800946e-79
Can you provide a list of all the different ADR classifications?,7.720899511627474e-232
Why do people become addicted to heroin?,4.901282508117304e-79
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,3.034806411200272e-155
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",1.4644643145205612e-155
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.02307249670311862
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.09571706707556973
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",8.575709006964169e-79
How would you help a mom with her breast feeding fatigue?,0.024355074406160228
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",3.2586191417121995e-155
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,5.2052594258002605e-79
"Suppose a patient has recently undergone orthodontic treatment to straighten their teeth, but they are still experiencing bite problems and jaw pain. The patient is interested in exploring options for addressing these issues, but they are hesitant about undergoing further treatment. What are the potential causes of these symptoms, and what non-surgical options are available for addressing them?",0.04578821592739953
"A 21-year-old woman is going to undergo chemotherapy. The doctors do not assure that if she recovers she will be able to continue to be fertile, she may even have her uterus and ovaries removed. The woman does not have a steady partner now, but she communicates her desire to become a mother in the future. What can she do to preserve her fertility? ",0.04621925509218132
