Question,Cosine Similarity
"In the United Kingdom, what is the average age of onset for alcohol related dementia?",0.1503061348660188
"What is the best way to support a person living with dementia to remain in their own home when they have problems with night time waking, increased falls risk and no family support?",0.39894133789083325
How can I find more information on equipment and adaptations that NHS mental health professionals in the County Durham area can order for their patients?,0.4634878331982728
Imagine you have a patient after knee surgery (14days passed) write me a rehabilitation plan for this patient.,0.36103066080562884
List me 10 basic exercises for pulmonary rehabilitation.,0.30090624938735105
Is there any resources which provide information that using PR threatment in rehabilitation of patients after orthopaedic surgeries is faster than normal?,0.2442358964274515
What would the best option of treatment for a resistent UTI?,0.3506253628514111
What would be the treatment for a post meno patient with breast cancer with no hormone receptors and the patient also has liver damage due to chemo therapy?,0.4030742039895432
What are the best antibiotics for a patient that is allergic to penicilins?,0.07056959517262246
What does the APGAR scale assess?,0.3938239393874635
Briefly list what contributions Antoine Lavoisiere provided to surgery.,0.4540369064194522
Describe and justify your opinion about the morality of abortion.,0.4911382076294188
How could I best treat a borderline patient with PTSD who has trouble sleeping but refuses any form of medication other than benzodiazepines?,0.10963502983576366
I would like your opinion on acceptance and commitment therapy for personality disorders.,0.31069400824016413
How can I treat a patient suffering from long term depression who is not responding to SSRI’s nor SNRI’s and has diabetes and heart problems?,0.46383255040596644
What is the most expensive chemo drug used in the UK?,0.3012675629621535
"When telling patients that their last round of chemo is falling and would advise them to stop chemo, what is the best way to approach my patient when they hoped this last round would work?",0.3428694673751383
What is the method of use for morphine?,0.3226360386577607
Is it suggested to conduct a head CT scan for every head trauma case?,0.43332739506164414
What's the treatment suggested for a four year old with head trauma?,0.474864528340638
What's the best aproach on panic attack on pediatric patient?,0.31360148907537366
Why would a child be removed from their parents care?,0.457565506305926
"There is another team who I am working alongside but they don't agree with the course of action I have recommended, how do I get them involved?",0.11037129795521855
I am working with a family and I am not sure why the parents aren't doing what I have asked them to do. Can you give me some ideas on how to approach this please?,0.22898656334754808
Can a person without one kidney take ibuprofen?,0.40928732612357566
"A 70 years old lady come to the pharmacy to take prescription medication, and doesn't know when to take the pills. Where can I guide her to find out that information?",0.19808808471526285
An 8 year old kid comes to the pharmacy with a severe rash on the torso. The medical record shows that he already had contact with the varicela-zoster virus. What should be the first approach?,0.4243146602336628
"A patient with metastatic lung cancer, currently receiving treatment with carboplatin, paclitaxel, and pembrolizumab develops sudden worsening of dyspnea. What are the possible causes of dyspnea and what would the initial workup include?",0.34747183447610575
"If a 48 year old woman is found to have an esophageal carcinoma that invades the muscularis propria and has regional lymph node metastases but no distant metastasis, what is her stage of cancer and what are possible recommended treatment?",0.387714384618505
"A patient receiving neoadjuvant FOLFIRINOX for treatment of borderline resectable pancreatic cancer presents for her second cycle of treatment. She complains of uncontrolled nausea with cycle 1 of treatment. She received premedications including Aloxi, aprepitant, dexamethasone, and atropine last cycle, followed by oxaliplatin, irinotecan, leucovorin, and 5FU at 100% recommended dosages. She used zofran and prochlorperazine as needed for nausea at home. What changes to her regimen in clinic or additional medications for home would you recommend to help reduce her nausea with cycle 2?",0.31826309565632704
What does EPRR stand for?,0.13822733515213526
"What at the benefits and consequences of the rise of at-home, or direct-to-patient testing kits in patient care?",0.47566789277033683
What are the ethical implications of increased non-invasive pre-natal testing?,0.20226134111493957
Why do people develop resistance to monoclonal anti-TNF therapies?,0.30652826931290716
What is the clinical use of catecholamine measurement?,0.24910031162781435
"A 45 year old female shows up at a clinic complaining of increased urination, increased taste and more than usual appetite, family history shows fatigue mother was a diabetic and died of complications of diabetes. Patient presented with edema and further examination reveals tremor of fingers following flexion, what is your provisional diagnosis given the clinical picture?",0.42323420651876104
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.3132797973021917
What is the worst case scenario for filler procedure?,0.3114439654855664
What are allergic reactions and what can you do about them?,0.3971242249914345
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.5405925512621728
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.4468020021996828
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.44750295022220826
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.361795510309642
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.553754960334886
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,0.40363024835293343
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.4779373973954917
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",0.2610355219785633
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.4824475623063388
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.2967781345521088
What are the best treatment options for chest infection in patients with penicillin allergy?,0.26616765919005075
How would you approach a request to prescribe valproate in women of child bearing age?,0.2671795815305904
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",0.173037838869937
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.23367550162698386
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.31099896473814254
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,0.5015096488690675
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.13847606121164027
How would you determine the most effective treatment in a resistant infection?,0.451771725790027
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.35585000292449737
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.3968419098958824
What first-line tests would you request for the management of sarcoidosis?,0.1816113645269914
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",0.19547751230224583
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.49008880012625733
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.6305587401844749
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.512879259109891
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.45514068872284313
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",0.48117484789500087
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.6150289402823639
"If a child can't say the 's' sound, can that be changed?",0.3634192058704164
"If a child isn't speaking by the time they are 3, will they ever speak?",0.3108585270076779
What are modifiable risk factors for breast cancer?,0.311609321803726
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.3480515970774391
What type of genu valgum is normal?,0.3077999956937815
Explain how kinesiology tape reduces swelling.,0.47899228400078675
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.6551695941768809
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",0.4861235701692932
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.3199477219489811
How do I say no to treating a patient?,0.42817983034503665
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.546238904243341
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",0.3446432452320296
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,0.29822449531550466
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",0.2310585716100805
Would we be healthier if we switched from a reactive healthcare system to preventative?,0.3370505154591203
What potential problems could arise if we rely more on gene therapy with our current regulations?,0.2738535518153395
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,0.023141268613785654
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.4329132997076678
What is an EHCP?,0.34086042665395655
What is Developmental Language Disorder?,0.3197294990260813
How do you work with resistance in psychotherapy?,0.2596734805950781
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.47029264568940965
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,0.4481064094365778
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.34796351199498854
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",0.15211373294874722
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",0.25129980956060677
What should I do in the event I am attacked by a young person in care?,0.1719885314306313
What restrictions are there in fostering?,0.23018820621008987
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.23909554954861414
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",0.35070011064699824
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,0.3275512991796965
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,0.41931937036783035
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",0.24448335277575953
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",0.2241631600198299
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.20247367712150843
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.5339885478719992
How can I perform lung function testing without putting strain or discomfort on the patient?,0.39754579083134134
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,0.4070242930391502
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",0.11062635171675939
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,0.19156605152840817
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.3514796686641979
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,0.24850814213627412
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.7194613115661279
How can we determine which artery is blocked in an AMI using an EKG?,0.5651820236124451
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.4731716835105506
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.43757139504408027
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.4353498034670114
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,0.299572977985413
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.3434626157510096
How can you understand the mind of a politician while his speech?,0.32923140402918905
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.4167848380271223
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",0.4035343922015434
How can we support people through addiction and homelessness?,0.24619066637739262
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",0.15914676973377662
What is the best type of socket for a diabetic amputee?,0.13207071648382135
What is the best kind of suspension for an amputee?,0.17797714338956994
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",0.3089498989961269
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",0.32559580510832076
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.22646013183491626
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",0.3630911488485517
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.5303176900914494
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,0.2415337470854868
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",0.16270383764157453
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",0.4424372142369877
What's the best test for screening of diabetes mellitus type 2?,0.5956865101559488
Is serum antibody related to hashimoto's thiroiditis?,0.1677605640165004
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.23278645296737976
Do cavities have a genetic cause?,0.25457395279296396
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,0.20262151665833408
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,0.29934795769626615
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",0.2186424667231264
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",0.17499493545767827
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.4138708316403098
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.24882077306304798
What are auer rods? ,0.4444652798057142
What's the difference between lymphocytic and myeloid leukemia? ,0.6771414468847249
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,0.2280661608602009
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,0.2356986878067814
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",0.4059135905375422
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",0.19343021938021213
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",0.2212816220562723
What are the steps in a cranial nerve exam?,0.4370261616929205
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.45675310933511115
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.3233620943968061
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",0.2358189347982851
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,0.17028875756394987
Can babies under 3 take lactulose?,0.2862476433992123
With hypertension can you take oral anti inflammatory?,0.33102867252024915
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.29727986138781626
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",0.4196964147243228
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",0.15679776063568193
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.2721757509532334
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.20337304621432703
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,0.380396140664438
How can we prevent the next pandemic?,0.23000996435494128
How can one effectively manage a clinic and also ensure top notch patient care?,0.31811582061752086
How would you deal with a situation where you are being threatened physically?,0.1812901672046018
How do you plan on providing the best care possible without being unprofessional?,0.4243389894362859
What type of health supplies require approbation?,0.1812462131846072
To what extent should there be regulations of medical devices?,0.3782024977652315
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",0.46650430875809573
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.5167980911281961
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",0.3678979753152038
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.34690256817206644
What is the average human body temperature?,0.43609551426740845
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",0.079625561249514
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,0.17475630384178276
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.3194940815462083
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.29029966699552034
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",0.4696391013292438
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,0.24333110607286662
Can you provide a list of all the different ADR classifications?,0.0
Why do people become addicted to heroin?,0.17905065113894691
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,0.27299185282597394
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",0.0047399346652219855
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.16243138092303214
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.5724608354100666
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",0.45480695102569185
How would you help a mom with her breast feeding fatigue?,0.2537685366693379
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",0.18043202411917844
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,0.285157849653495
"Suppose a patient has recently undergone orthodontic treatment to straighten their teeth, but they are still experiencing bite problems and jaw pain. The patient is interested in exploring options for addressing these issues, but they are hesitant about undergoing further treatment. What are the potential causes of these symptoms, and what non-surgical options are available for addressing them?",0.3380791290987676
"A 21-year-old woman is going to undergo chemotherapy. The doctors do not assure that if she recovers she will be able to continue to be fertile, she may even have her uterus and ovaries removed. The woman does not have a steady partner now, but she communicates her desire to become a mother in the future. What can she do to preserve her fertility? ",0.3371360807110998
